상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격
양반 나주식 곰탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,2250,4.8,8,460.0,1.0,460.0,48.91
동원 재래식압착 참기름 160ml x 2병,간장/고추장/된장/쌈장,장류,조미료,8000,5.0,8,160.0,2.0,320.0,250.0
동원 참치액 진 900g,고춧가루/액젓,양념,조미료,9980,5.0,8,900.0,1.0,900.0,110.89
[2+2] 동원 참치액 진 500g,고춧가루/액젓,양념,조미료,15960,5.0,8,,,,
동원 참치액 순 500gx3개,고춧가루/액젓,양념,조미료,17940,4.9,8,500.0,3.0,1500.0,119.6
동원 참치액 진 900g,동원참치액,소스,조미료,9980,5.0,8,900.0,1.0,900.0,110.89
동원 참치액 순 500gx3개,동원참치액,소스,조미료,17940,4.9,8,500.0,3.0,1500.0,119.6
동원참치 DHA 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,11700,5.0,7,250.0,3.0,750.0,156.0
동원참치 마일드 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5.0,7,150.0,5.0,750.0,180.0
동원참치 마일드참치 200g x 3캔,참치/연어통조림,통조림,반찬/주재료,9300,5.0,7,200.0,3.0,600.0,155.0
동원참치 스프레드 체다치즈 100g,참치/연어통조림,통조림,반찬/주재료,2000,5.0,7,100.0,1.0,100.0,200.0
동원참치 야채참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5.0,7,90.0,1.0,90.0,222.22
동원 김치찌개용 꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,25800,5.0,7,300.0,6.0,1800.0,143.33
동원 김치찌개용 꽁치 300g x 12캔,고등어/꽁치통조림,통조림,반찬,44400,5.0,7,300.0,12.0,3600.0,123.33
동원 자연산골뱅이탕(얼큰한국물) 300g,골뱅이/수산통조림,통조림,안주/반찬,4900,4.6,7,300.0,1.0,300.0,163.33
동원 을지로골뱅이 & 진미채 300g x 10캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,62800,5.0,7,300.0,10.0,3000.0,209.33
동원 번데기 130gx24캔(1/2박스),골뱅이/수산통조림,통조림,안주/반찬,30000,4.7,7,130.0,48.0,6240.0,48.08
동원 자연산골뱅이 매실청 140g,골뱅이/수산통조림,통조림,안주/반찬,3880,4.6,7,140.0,1.0,140.0,277.14
동원 을지로골뱅이 & 진미채 300g x 2캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,13400,4.7,7,300.0,2.0,600.0,223.33
[4%적립금] 동원 화끈한골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,149000,5.0,7,400.0,24.0,9600.0,155.21
동원 런천미트 200g x 4캔,햄/닭가슴살,가공육,반찬/주재료,8900,5.0,7,200.0,4.0,800.0,111.25
동원 리챔 더블라이트 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5.0,7,200.0,9.0,1800.0,142.22
동원 리챔 순닭가슴살 135g x 8개,햄/닭가슴살,가공육,반찬/주재료,16800,4.9,7,135.0,8.0,1080.0,155.56
동원 미니파인코코 227g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,37000,5.0,7,227.0,24.0,5448.0,67.91
동원 저스트 노슈가 파인애플 425gx24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,4.9,7,425.0,24.0,10200.0,53.92
동원 저스트 노슈가 후르츠칵테일 822g,과일/옥수수/팥,통조림,간식/요리재료,3980,4.9,7,822.0,1.0,822.0,48.42
동원 저스트 노슈가 파인애플 425gx12개,과일/옥수수/팥,통조림,간식/요리재료,33900,5.0,7,425.0,12.0,5100.0,66.47
동원 양반 캔갓김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.6,7,160.0,10.0,1600.0,115.62
양반 나주식 곰탕 460g (1~2인분) x 10개,국/탕/찌개,즉석조리식품,간편식사,20000,4.9,7,460.0,10.0,4600.0,43.48
동원 양반 수라 차돌된장찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.1,7,460.0,5.0,2300.0,104.35
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인) x 5개,떡볶이/떡류,떡류,간식,19900,5.0,7,422.0,5.0,2110.0,94.31
동원 떡볶이의신 더매운 컵떡볶이 160g x 10개,떡볶이/떡류,떡류,간식,23900,5.0,7,160.0,10.0,1600.0,149.38
양반 허니슈크림 붕어빵 300g x 2봉 + 앙버터 붕어빵 300g,생지/냉동반죽,냉동식품,요리재료,17900,4.6,7,,,,
[2+2] 동원 참치액 진 900g,고춧가루/액젓,양념,조미료,25960,5.0,7,,,,
동원 참치액 순 900g,동원참치액,소스,조미료,9980,5.0,7,900.0,1.0,900.0,110.89
"동원 국물의신 100g(4gx25입) 2종 각 1개(멸치,참치)",분말/액상조미료,조미료,조미료,13500,5.0,7,,,,
동원 참치액 순 900g,분말/액상조미료,조미료,조미료,9980,5.0,7,900.0,1.0,900.0,110.89
동원 고추참치 90g,참치/연어통조림,통조림,반찬/주재료,1900,5.0,6,90.0,1.0,90.0,211.11
동원맛참 마요참기름 135g 10캔,참치/연어통조림,통조림,반찬/주재료,27900,5.0,6,135.0,10.0,1350.0,206.67
동원 한입골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.8,6,400.0,2.0,800.0,227.5
동원 자연산골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.7,6,400.0,2.0,800.0,227.5
동원 리챔 순닭가슴살 135g x 12개,햄/닭가슴살,가공육,반찬/주재료,24000,5.0,6,135.0,12.0,1620.0,148.15
동원 리챔 340g x 6캔,햄/닭가슴살,가공육,반찬/주재료,25500,4.8,6,340.0,6.0,2040.0,125.0
동원 리챔 더블라이트 120g x 6캔,햄/닭가슴살,가공육,반찬/주재료,13200,4.7,6,120.0,6.0,720.0,183.33
동원 리챔 더블라이트 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5.0,6,200.0,1.0,200.0,150.0
동원 리챔 더블라이트 120g x 3캔,햄/닭가슴살,가공육,반찬/주재료,6900,5.0,6,120.0,3.0,360.0,191.67
[2%적립금] 동원 지중해 황도 복숭아 820g,과일/옥수수/팥,통조림,간식/요리재료,3400,4.2,6,820.0,1.0,820.0,41.46
동원 저스트 노슈가 후르츠칵테일 822gx6개,과일/옥수수/팥,통조림,간식/요리재료,22900,5.0,6,822.0,6.0,4932.0,46.43
[4%적립금] 동원 저스트 노슈가 파인애플 425gx48개(2박스),과일/옥수수/팥,통조림,간식/요리재료,95000,5.0,6,425.0,96.0,40800.0,23.28
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15900,4.7,6,490.0,3.0,1470.0,108.16
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인),떡볶이/떡류,떡류,간식,4980,4.3,6,360.0,1.0,360.0,138.33
[4%적립금] 동원 양반 들깨닭죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,5.0,6,420.0,60.0,25200.0,51.59
동원 양반 전복죽 287g x 12개 + 쇠고기죽 287g x 12개,죽/스프,즉석조리식품,간편식사,44900,5.0,6,,,,
양반 전복죽 420g x 5개 + 쇠고기죽 420g x 5개,죽/스프,즉석조리식품,간편식사,28000,4.8,6,,,,
동원참치 스프레드 갈릭마요 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,3.6,5,100.0,10.0,1000.0,200.0
동원참치 살코기 라이트스탠다드 135gx3캔,참치/연어통조림,통조림,반찬/주재료,7000,5.0,5,135.0,3.0,405.0,172.84
동원 꽁치 230g x 12캔,고등어/꽁치통조림,통조림,반찬,33600,5.0,5,230.0,12.0,2760.0,121.74
동원 자연산꽁치 300g,고등어/꽁치통조림,통조림,반찬,4700,5.0,5,300.0,1.0,300.0,156.67
동원 자연산왕골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,5.0,5,400.0,3.0,1200.0,224.17
동원 리챔 프로틴 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5.0,5,200.0,1.0,200.0,150.0
동원 리챔 순살꼬꼬 200g x 3개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,8900,5.0,5,200.0,3.0,600.0,148.33
동원 리챔 더블라이트 300g x 9캔,햄/닭가슴살,가공육,반찬/주재료,35100,4.6,5,300.0,9.0,2700.0,130.0
동원 리챔 더블라이트 300g x 6캔,햄/닭가슴살,가공육,반찬/주재료,24000,5.0,5,300.0,6.0,1800.0,133.33
동원 리챔 더블라이트 300g x 3캔,햄/닭가슴살,가공육,반찬/주재료,12300,4.8,5,300.0,3.0,900.0,136.67
동원 Dole 파인애플 432g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,30000,4.6,5,432.0,24.0,10368.0,28.94
동원 미니파인애플 234g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,11000,5.0,5,234.0,6.0,1404.0,78.35
동원 양반 진국 사골곰탕 300g (1인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,4400,5.0,5,300.0,3.0,900.0,48.89
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 2개씩 총 6개,죽/스프,즉석조리식품,간편식사,20900,5.0,5,,,,
양반 전복죽 420g x 5개 +들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,28000,4.6,5,,,,
[4%적립금] 동원 야채죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5.0,5,287.0,72.0,20664.0,49.51
[4%적립금] 동원 양반 전복죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,126900,5.0,5,287.0,72.0,20664.0,61.41
동원 초밥의달인 큰사각유부초밥 189g x 2개,아이반찬,반찬,반찬,6200,5.0,5,189.0,2.0,378.0,164.02
[1+1] 동원 참치액 순 500g,고춧가루/액젓,양념,조미료,7980,5.0,5,,,,
동원 마일드참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5.0,4,150.0,3.0,450.0,182.22
동원참치 루피는 참치마요 100g,참치/연어통조림,통조림,반찬/주재료,2100,5.0,4,100.0,1.0,100.0,210.0
동원참치 DHA 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,4.8,4,250.0,5.0,1250.0,151.2
[4%적립금] 동원참치 라이트스탠다드 1.88kg x 6개(1박스),참치/연어통조림,통조림,반찬/주재료,99000,4.5,4,88.0,6.0,528000.0,1.88
동원 자연산꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,23100,4.0,4,300.0,6.0,1800.0,128.33
동원 자연산골뱅이 300gx4개+면발의신 생쫄면 385g(2인분),골뱅이/수산통조림,통조림,안주/반찬,33500,5.0,4,,,,
동원 한입골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,4.8,4,400.0,3.0,1200.0,224.17
동원 자연산골뱅이 230g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,12000,5.0,4,230.0,2.0,460.0,260.87
동원 리챔 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5.0,4,200.0,9.0,1800.0,142.22
동원 런천미트 340g x 4캔,햄/닭가슴살,가공육,반찬/주재료,12900,4.8,4,340.0,4.0,1360.0,94.85
동원 리챔 더블라이트 300g,햄/닭가슴살,가공육,반찬/주재료,4300,4.8,4,300.0,1.0,300.0,143.33
동원 미니파인코코 227g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,21500,5.0,4,227.0,24.0,5448.0,39.46
동원 Dole 파인애플 432g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5.0,4,432.0,24.0,10368.0,53.05
동원 지중해 황도 복숭아 820g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,14100,5.0,4,820.0,3.0,2460.0,57.32
동원 저스트 노슈가 황도 슬라이스 400g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,33900,3.8,4,400.0,12.0,4800.0,70.62
동원 저스트 노슈가 후르츠칵테일 822g x 2캔,과일/옥수수/팥,통조림,간식/요리재료,7980,5.0,4,822.0,2.0,1644.0,48.54
동원 양반 떡국떡 700g / 실온,떡볶이/떡류,떡류,간식,5980,4.8,4,700.0,1.0,700.0,85.43
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,5.0,4,360.0,2.0,720.0,123.61
동원 양반 떡국떡 700gx2개 / 실온,떡볶이/떡류,떡류,간식,11500,5.0,4,700.0,2.0,1400.0,82.14
양반 쇠고기죽 420g x 5개 + 버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,5.0,4,,,,
양반 전복죽 420g x 5개 +단호박죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,4,,,,
동원 초밥의달인 국산콩 유부초밥(고소한맛) 330g x 2개,아이반찬,반찬,반찬,12400,5.0,4,330.0,2.0,660.0,187.88
[2+2] 동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,29960,5.0,4,,,,
동원 참치액 진 500g,고춧가루/액젓,양념,조미료,5980,5.0,4,500.0,1.0,500.0,119.6
동원 참치액 진 500g,동원참치액,소스,조미료,5980,5.0,4,500.0,1.0,500.0,119.6
[1+1]동원 하루미 국물의신 참치링 80g (20정),분말/액상조미료,조미료,조미료,9980,5.0,4,,,,
동원참치 마이플랜트 레드고추 100g,참치/연어통조림,통조림,반찬/주재료,2500,5.0,3,100.0,1.0,100.0,250.0
동원참치 살코기 라이트스탠다드 135gx5개,참치/연어통조림,통조림,반찬/주재료,11500,5.0,3,135.0,5.0,675.0,170.37
동원참치 살코기 라이트스탠다드 90g,참치/연어통조림,통조림,반찬/주재료,1900,5.0,3,90.0,1.0,90.0,211.11
동원 화끈한골뱅이 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5.0,3,140.0,3.0,420.0,257.14
동원 을지로골뱅이 & 진미채 300g x 5캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,33400,5.0,3,300.0,5.0,1500.0,222.67
동원 자연산골뱅이탕(얼큰한국물) 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,13500,4.7,3,300.0,3.0,900.0,150.0
동원 을지로골뱅이 & 진미채 300g x 3캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,19800,5.0,3,300.0,3.0,900.0,220.0
동원 을지로 골뱅이 & 구운아귀채 300g / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,6980,5.0,3,300.0,1.0,300.0,232.67
동원 리챔 순살꼬꼬 200g x 6개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,17400,5.0,3,200.0,6.0,1200.0,145.0
동원 리챔 순살꼬꼬 200g / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,4280,4.7,3,200.0,1.0,200.0,214.0
동원 리챔 더블라이트 120g,햄/닭가슴살,가공육,반찬/주재료,2400,5.0,3,120.0,1.0,120.0,200.0
동원 리챔 더블라이트 300g x 12캔,햄/닭가슴살,가공육,반찬/주재료,45600,5.0,3,300.0,12.0,3600.0,126.67
동원 리챔 프로틴 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,5.0,3,200.0,12.0,2400.0,135.0
동원 지중해 황도 복숭아 820g x 12캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,48000,5.0,3,820.0,12.0,9840.0,48.78
동원 저스트 노슈가 황도 2절 400g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,31200,4.7,3,400.0,12.0,4800.0,65.0
동원 저스트 노슈가 황도 2절 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16200,4.7,3,400.0,6.0,2400.0,67.5
동원 저스트 노슈가 후르츠칵테일 425gx24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5.0,3,425.0,24.0,10200.0,53.92
동원 저스트 노슈가 파인애플 425gx6개,과일/옥수수/팥,통조림,간식/요리재료,17500,5.0,3,425.0,6.0,2550.0,68.63
동원 양반 캔볶음김치 160g x 48캔,반찬/기타통조림,반찬,반찬,78000,5.0,3,160.0,48.0,7680.0,101.56
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,짜장,소스,요리재료,12900,5.0,3,,,,
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,국/탕/찌개,즉석조리식품,간편식사,12900,5.0,3,,,,
비비드그린 저당 단호박죽 280g x 2개,죽/스프,즉석조리식품,간편식사,7200,5.0,3,280.0,2.0,560.0,128.57
동원 양반 참치죽 420g x 20개,죽/스프,즉석조리식품,간편식사,45900,5.0,3,420.0,20.0,8400.0,54.64
양반 영양닭죽 285g x 5개,죽/스프,즉석조리식품,간편식사,9900,5.0,3,285.0,5.0,1425.0,69.47
동원 양반 쇠고기죽 287g 12개 + 밤단팥죽 285g 12개,죽/스프,즉석조리식품,간편식사,40900,5.0,3,,,,
동원 양반 쇠고기죽 287g 12개 + 참치죽 285g 12개,죽/스프,즉석조리식품,간편식사,40900,5.0,3,,,,
동원 양반 쇠고기죽 287g 12개 + 영양닭죽 285g 12개,죽/스프,즉석조리식품,간편식사,42900,4.7,3,,,,
동원 양반 전복죽 287g x 12개 + 전통잣죽 285g x 12개,죽/스프,즉석조리식품,간편식사,50000,5.0,3,,,,
비비드그린 저당 단호박죽 280g x 2개,메인요리,즉석조리식품,메인요리,7200,5.0,3,280.0,2.0,560.0,128.57
동원홈푸드 비비드키친 저당 볶음고추장 300g,간장/고추장/된장/쌈장,장류,조미료,6500,5.0,3,300.0,1.0,300.0,216.67
[동원] 동원 쯔유 500gx3개,간장/고추장/된장/쌈장,장류,조미료,14900,5.0,3,500.0,3.0,1500.0,99.33
동원 하루미 소불고기양념 500g,고기/찌개양념,양념,조미료,3980,5.0,3,500.0,1.0,500.0,79.6
동원홈푸드 비비드키친 저당 불고기양념 240g,고기/찌개양념,양념,조미료,5280,5.0,3,240.0,1.0,240.0,220.0
동원 하루미 돼지불고기양념 500g,고기/찌개양념,양념,조미료,3980,5.0,3,500.0,1.0,500.0,79.6
동원 참치액 순 500g,고춧가루/액젓,양념,조미료,5980,4.3,3,500.0,1.0,500.0,119.6
동원홈푸드 비비드키친 저당 불고기양념 240g,기타양념,양념,조미료,5280,5.0,3,240.0,1.0,240.0,220.0
동원 하루미 마라 떡볶이양념 130g,기타양념,양념,조미료,1980,4.7,3,130.0,1.0,130.0,152.31
동원 참치액 순 500g,동원참치액,소스,조미료,5980,4.3,3,500.0,1.0,500.0,119.6
동원 히말라야 핑크솔트 100g,소금,양념,조미료,3900,5.0,3,100.0,1.0,100.0,390.0
[1+1]동원 참치다시 2kg,분말/액상조미료,조미료,조미료,30480,5.0,3,,,,
[1+1] 동원 참치액 순 900g,분말/액상조미료,조미료,조미료,12980,4.7,3,,,,
동원 요리 올리고당 700ml,올리고당/물엿/조청/꿀,당류,요리재료,3900,5.0,3,700.0,1.0,700.0,55.71
동원홈푸드 비비드키친 알룰로스 510g x 2개,올리고당/물엿/조청/꿀,당류,요리재료,15900,4.0,3,510.0,2.0,1020.0,155.88
동원참치 뽀로로 키즈 100g,참치/연어통조림,통조림,반찬/주재료,2100,5.0,2,100.0,1.0,100.0,210.0
동원참치 튜나페 갈릭마요 129g (아이비29g+스프레드참치100g),참치/연어통조림,통조림,반찬/주재료,3280,5.0,2,,,,
동원참치 살코기 인 워터 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,10000,5.0,2,100.0,5.0,500.0,200.0
동원참치 살코기 라이트스탠다드 90gx5캔,참치/연어통조림,통조림,반찬/주재료,8500,5.0,2,90.0,5.0,450.0,188.89
동원 김치찌개용 꽁치 300g x 9캔,고등어/꽁치통조림,통조림,반찬,35100,5.0,2,300.0,9.0,2700.0,130.0
동원 자연산골뱅이 매실청 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5.0,2,140.0,3.0,420.0,257.14
동원 자연산골뱅이탕(얼큰한국물) 300g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,21500,5.0,2,300.0,5.0,1500.0,143.33
동원 화끈한 골뱅이 140gx2개,골뱅이/수산통조림,통조림,안주/반찬,7400,5.0,2,140.0,2.0,280.0,264.29
동원 자연산골뱅이탕(얼큰한국물) 300g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,40000,5.0,2,300.0,10.0,3000.0,133.33
동원 리챔 순닭가슴살 135g,햄/닭가슴살,가공육,반찬/주재료,2680,5.0,2,135.0,1.0,135.0,198.52
동원 복숭아 백도 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,14000,5.0,2,400.0,6.0,2400.0,58.33
동원 미니파인코코 227g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,5700,4.0,2,227.0,3.0,681.0,83.7
동원 Dole 파인애플 432g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16000,4.5,2,432.0,6.0,2592.0,61.73
비비드그린 비건 짜장 180g,짜장,소스,요리재료,3500,5.0,2,180.0,1.0,180.0,194.44
[국물매콤떡세트] 동원 양반 떡볶이떡 320g + 비셰프 국물떡볶이분말 500g,떡볶이/떡류,떡류,간식,8900,5.0,2,,,,
동원 떡볶이의신 짜장떡볶이 385g (2인분) x 3개,떡볶이/떡류,떡류,간식,12900,5.0,2,385.0,3.0,1155.0,111.69
[4% 적립금] 동원 양반 떡국떡 700gx10개(1박스) / 실온,떡볶이/떡류,떡류,간식,44000,5.0,2,700.0,10.0,7000.0,62.86
[4%적립금] 동원 양반 버섯 야채죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5.0,2,420.0,60.0,25200.0,49.13
양반 밤단팥죽 420g x 5개 + 양반 백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,2,,,,
동원 양반 들깨닭죽 420g x 20개,죽/스프,즉석조리식품,간편식사,51000,5.0,2,420.0,20.0,8400.0,60.71
비비드그린 저당 단호박죽 280g,죽/스프,즉석조리식품,간편식사,3500,5.0,2,280.0,1.0,280.0,125.0
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 3개씩 총 9개,죽/스프,즉석조리식품,간편식사,26900,5.0,2,,,,
[4%적립금] 동원 양반 밤단팥죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5.0,2,420.0,60.0,25200.0,49.13
양반 단호박죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,5.0,2,,,,
양반 쇠고기죽 420g x 5개 + 밤단팥죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,4.0,2,,,,
동원 양반 영양닭죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,40900,5.0,2,,,,
동원 양반 전통잣죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,44900,3.5,2,,,,
동원 양반 밤단팥죽 285g x 12개 + 전통잣죽 285g x 12개,죽/스프,즉석조리식품,간편식사,44900,4.5,2,,,,
양반 전복죽 420g x 5개 +버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,2,,,,
양반 쇠고기죽 420g x 5개 + 단호박죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,2,,,,
비비드그린 비건 짜장 180g,메인요리,즉석조리식품,메인요리,3500,5.0,2,180.0,1.0,180.0,194.44
비비드그린 저당 단호박죽 280g,메인요리,즉석조리식품,메인요리,3500,5.0,2,280.0,1.0,280.0,125.0
비비드그린 비건 짜장 180g,밑반찬,반찬,반찬,3500,5.0,2,180.0,1.0,180.0,194.44
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,간장/고추장/된장/쌈장,장류,조미료,12700,5.0,2,,,,
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,기타양념,양념,조미료,12700,5.0,2,,,,
동원홈푸드 비비드키친 저당 멸치볶음양념 250g,기타양념,양념,조미료,5280,5.0,2,250.0,1.0,250.0,211.2
하루미 불닭로제 떡볶이 양념 2개 + 매콤달콤 떡볶이 양념 1개 + 마라 떡볶이양념 1개 + 양반 떡볶이떡 320g,기타양념,양념,조미료,9900,4.5,2,,,,
동원 하루미 매콤달콤 떡볶이양념 130g,기타양념,양념,조미료,1980,5.0,2,130.0,1.0,130.0,152.31
동원홈푸드 비비드키친 저당 제육볶음양념 250g,기타양념,양념,조미료,5280,5.0,2,250.0,1.0,250.0,211.2
동원홈푸드 비비드키친 저당 진미채볶음양념 240g,기타양념,양념,조미료,5280,5.0,2,240.0,1.0,240.0,220.0
[맛참비빔면] 동원참치 맛참 90g 2종(고소/매콤) 각 2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,10900,5.0,1,,,,
동원참치 루피는 참치마요 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,9500,5.0,1,100.0,5.0,500.0,190.0
[동원] 동원 참치뱃살 깊은간장맛 135gx10캔,참치/연어통조림,통조림,반찬/주재료,32800,5.0,1,135.0,10.0,1350.0,242.96
동원 고추참치 90g x 5캔,참치/연어통조림,통조림,반찬/주재료,10020,5.0,1,90.0,5.0,450.0,222.67
[동원] 동원참치뱃살 깊은 간장맛 135g,참치/연어통조림,통조림,반찬/주재료,3480,5.0,1,135.0,1.0,135.0,257.78
[4%적립금] 동원 고추참치(덕용) 1880gx6개 ( 박스 ),참치/연어통조림,통조림,반찬/주재료,109000,5.0,1,1880.0,6.0,11280.0,96.63
동원 고추참치 90g x 10캔,참치/연어통조림,통조림,반찬/주재료,16500,5.0,1,90.0,10.0,900.0,183.33
[4%적립금] 동원 꽁치 1.8kg x 6개(1박스),고등어/꽁치통조림,통조림,반찬,92400,5.0,1,8.0,6.0,48000.0,19.25
동원 김치찌개용 꽁치 300g,고등어/꽁치통조림,통조림,반찬,5000,5.0,1,300.0,1.0,300.0,166.67
[2%적립금] 동원 꽁치 1880g,고등어/꽁치통조림,통조림,반찬,16000,5.0,1,1880.0,1.0,1880.0,85.11
동원 을지로 골뱅이 & 구운아귀채 300g x 5캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,32500,5.0,1,300.0,5.0,1500.0,216.67
동원 을지로 골뱅이 & 구운아귀채 300g x 3캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,19800,4.0,1,300.0,3.0,900.0,220.0
동원 을지로 골뱅이 & 구운아귀채 300g x 2캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,13400,5.0,1,300.0,2.0,600.0,223.33
동원 자연산왕골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9980,5.0,1,400.0,1.0,400.0,249.5
동원 리챔 프로틴 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,5.0,1,200.0,3.0,600.0,148.33
동원 미니파인코코 227g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,11000,5.0,1,227.0,6.0,1362.0,80.76
[4%적립금] 동원 저스트 노슈가 황도 2절 400g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,52000,5.0,1,400.0,24.0,9600.0,54.17
[동원] 미니 파인애플 234g x 5,과일/옥수수/팥,통조림,간식/요리재료,12000,5.0,1,234.0,1.0,234.0,512.82
[4%적립금] 동원 저스트 노슈가 후르츠칵테일 425gx48개(2박스),과일/옥수수/팥,통조림,간식/요리재료,95000,5.0,1,425.0,96.0,40800.0,23.28
동원 저스트 노슈가 후르츠칵테일 425gx12개,과일/옥수수/팥,통조림,간식/요리재료,30000,5.0,1,425.0,12.0,5100.0,58.82
