상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격
동원참치 DHA 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,23,150,5,750,180
동원참치 포도씨유 150gx10캔,참치/연어통조림,통조림,반찬/주재료,27000,5,11,150,10,1500,180
동원참치 마일드 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,7,150,5,750,180
동원참치 콘참치 85g x 20캔,참치/연어통조림,통조림,반찬/주재료,30800,5,56,85,20,1700,181.18
동원참치 고추참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,61,150,3,450,182.22
동원참치 야채참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,4.9,59,150,3,450,182.22
동원참치 김치찌개용 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,45,150,3,450,182.22
동원참치 매운고추참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,41,150,3,450,182.22
동원참치 DHA 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,11,150,3,450,182.22
동원 마일드참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,4,150,3,450,182.22
동원홈푸드 비비드키친 저당 쌈장소스 300g,간장/고추장/된장/쌈장,장류,조미료,5480,5,22,300,1,300,182.67
동원 리챔 더블라이트 120g x 6캔,햄/닭가슴살,가공육,반찬/주재료,13200,4.7,6,120,6,720,183.33
동원 고추참치 90g x 10캔,참치/연어통조림,통조림,반찬/주재료,16500,5,1,90,10,900,183.33
동원참치 살코기 라이트스탠다드 90gx10캔,참치/연어통조림,통조림,반찬/주재료,16500,0,0,90,10,900,183.33
동원 리챔 더블라이트 120g x 9캔,햄/닭가슴살,가공육,반찬/주재료,19800,0,0,120,9,1080,183.33
동원참치 동원맛참 고소참기름 135g x 10캔,참치/연어통조림,통조림,반찬/주재료,25000,5,45,135,10,1350,185.19
동원참치 동원맛참 매콤참기름 135g,참치/연어통조림,통조림,반찬/주재료,2500,5,35,135,1,135,185.19
동원참치 동원맛참 매콤참기름 135g x 10캔,참치/연어통조림,통조림,반찬/주재료,25000,4.9,28,135,10,1350,185.19
동원참치 동원맛참 고소참기름 135g,참치/연어통조림,통조림,반찬/주재료,2500,4.9,23,135,1,135,185.19
[4%적립금] 동원 자연산골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,179000,5,320,400,24,9600,186.46
[4%적립금] 동원 자연산왕골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,179000,5,67,400,24,9600,186.46
동원참치 살코기 라이트스탠다드 150g,참치/연어통조림,통조림,반찬/주재료,2800,5,250,150,1,150,186.67
동원참치 고추참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,5,150,150,1,150,186.67
동원참치 야채참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,55,150,1,150,186.67
동원참치 매운고추참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,5,48,150,1,150,186.67
동원 마일드참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,38,150,1,150,186.67
동원참치 김치찌개용 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,34,150,1,150,186.67
동원참치 DHA 150g,참치/연어통조림,통조림,반찬/주재료,2800,5,30,150,1,150,186.67
동원참치 포도씨유 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,25,150,1,150,186.67
[4%적립금] 동원 자연산골뱅이 300g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,135000,5,302,300,24,7200,187.5
동원참치 살코기 라이트스탠다드 85g x 20캔,참치/연어통조림,통조림,반찬/주재료,31900,5,2304,85,20,1700,187.65
동원참치 고추참치 85g x 20캔,참치/연어통조림,통조림,반찬/주재료,31900,5,741,85,20,1700,187.65
동원 초밥의달인 국산콩 유부초밥(고소한맛) 330g x 2개,아이반찬,반찬,반찬,12400,5,4,330,2,660,187.88
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,9800,0,0,130,4,520,188.46
동원참치 살코기 라이트스탠다드 90gx5캔,참치/연어통조림,통조림,반찬/주재료,8500,5,2,90,5,450,188.89
동원참치 살코기 라이트스탠다드 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,18950,5,816,100,10,1000,189.5
동원참치 고추참치 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,19000,4.9,461,100,10,1000,190
동원참치 살코기 라이트스탠다드 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,9500,4.9,92,100,5,500,190
동원참치 고추참치 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,9500,5,63,100,5,500,190
동원참치 루피는 참치마요 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,9500,5,1,100,5,500,190
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,9900,0,0,130,4,520,190.38
동원 리챔 더블라이트 120g x 3캔,햄/닭가슴살,가공육,반찬/주재료,6900,5,6,120,3,360,191.67
비비드그린 비건 짜장 180g x 2개,짜장,소스,요리재료,6900,0,0,180,2,360,191.67
비비드그린 비건 짜장 180g x 2개,메인요리,즉석조리식품,메인요리,6900,0,0,180,2,360,191.67
비비드그린 비건 짜장 180g x 2개,밑반찬,반찬,반찬,6900,0,0,180,2,360,191.67
동원참치 콘참치 85g x 5캔,참치/연어통조림,통조림,반찬/주재료,8250,4.8,11,85,5,425,194.12
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,10100,0,0,130,4,520,194.23
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,10100,0,0,130,4,520,194.23
비비드그린 비건 짜장 180g,짜장,소스,요리재료,3500,5,2,180,1,180,194.44
비비드그린 비건 짜장 180g,메인요리,즉석조리식품,메인요리,3500,5,2,180,1,180,194.44
비비드그린 비건 짜장 180g,밑반찬,반찬,반찬,3500,5,2,180,1,180,194.44
동원 초밥의달인 롤유부초밥(고소한맛) 254g x 2개,아이반찬,반찬,반찬,9900,4.9,58,254,2,508,194.88
동원 초밥의달인 롤유부초밥(새콤한맛) 254g x 2개,아이반찬,반찬,반찬,9900,4.9,16,254,2,508,194.88
동원참치 살코기 라이트스탠다드 85g x 10캔,참치/연어통조림,통조림,반찬/주재료,16600,4.9,905,85,10,850,195.29
동원참치 콘참치 85g x 10캔,참치/연어통조림,통조림,반찬/주재료,16600,5,52,85,10,850,195.29
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,10200,0,0,130,4,520,196.15
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,10200,0,0,130,4,520,196.15
[4%적립금] 동원 자연산골뱅이 230g x 24캔(1박스),골뱅이/수산통조림,통조림,안주/반찬,109000,5,24,230,24,5520,197.46
동원홈푸드 비비드키친 저당 제육볶음양념 250g x 2개,기타양념,양념,조미료,9900,0,0,250,2,500,198
동원 리챔 순닭가슴살 135g,햄/닭가슴살,가공육,반찬/주재료,2680,5,2,135,1,135,198.52
동원참치 살코기 인 워터 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,19900,4.9,76,100,10,1000,199
동원 프리미엄 동원참치액 900g,고춧가루/액젓,양념,조미료,17980,0,0,900,1,900,199.78
동원참치 스프레드 고소마요 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,20000,5,83,100,10,1000,200
동원참치 살코기 라이트스탠다드 85g x 3캔,참치/연어통조림,통조림,반찬/주재료,5100,5,58,85,3,255,200
동원참치 루피는 참치마요 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,20000,4.9,25,100,10,1000,200
동원참치 콘참치 85g x 3캔,참치/연어통조림,통조림,반찬/주재료,5100,4.8,14,85,3,255,200
동원참치 스프레드 갈릭마요 100g,참치/연어통조림,통조림,반찬/주재료,2000,4.8,10,100,1,100,200
동원참치 뽀로로 키즈 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,6000,4.4,8,100,3,300,200
동원참치 스프레드 체다치즈 100g,참치/연어통조림,통조림,반찬/주재료,2000,5,7,100,1,100,200
동원참치 스프레드 갈릭마요 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,3.6,5,100,10,1000,200
동원 리챔 더블라이트 120g,햄/닭가슴살,가공육,반찬/주재료,2400,5,3,120,1,120,200
동원참치 살코기 인 워터 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,10000,5,2,100,5,500,200
동원참치 살코기 라이트스탠다드 90gx3캔,참치/연어통조림,통조림,반찬/주재료,5400,0,0,90,3,270,200
동원 고추참치 90g x 3캔,참치/연어통조림,통조림,반찬/주재료,5400,0,0,90,3,270,200
동원참치 스프레드 체다치즈 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,0,0,100,10,1000,200
비비드그린 비건 카레 180g,카레,소스,요리재료,3600,0,0,180,1,180,200
동원홈푸드 비비드키친 저당 볶음고추장 300g x 4개,간장/고추장/된장/쌈장,장류,조미료,24000,0,0,300,4,1200,200
동원 초밥의달인 롤유부초밥(고소한맛) 254g,아이반찬,반찬,반찬,5200,4.8,34,254,1,254,204.72
동원 초밥의달인 롤유부초밥(새콤한맛) 254g,아이반찬,반찬,반찬,5200,4.8,23,254,1,254,204.72
동원참치 맛참 고소참기름 90g x 20캔,참치/연어통조림,통조림,반찬/주재료,37000,5,72,90,20,1800,205.56
동원참치 맛참 매콤참기름 90g x 20캔,참치/연어통조림,통조림,반찬/주재료,37000,4.9,47,90,20,1800,205.56
동원맛참 마요참기름 135g 10캔,참치/연어통조림,통조림,반찬/주재료,27900,5,6,135,10,1350,206.67
[특가] 동원 자연산왕골뱅이 400g x 4캔,골뱅이/수산통조림,통조림,안주/반찬,33400,4.9,46,400,4,1600,208.75
동원 을지로골뱅이 & 진미채 300g x 10캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,62800,5,7,300,10,3000,209.33
동원 을지로 골뱅이 & 구운아귀채 300g x 10캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,62800,0,0,300,10,3000,209.33
동원참치 고추참치 100g,참치/연어통조림,통조림,반찬/주재료,2100,5,185,100,1,100,210
동원참치 살코기 라이트스탠다드 100g,참치/연어통조림,통조림,반찬/주재료,2100,5,180,100,1,100,210
동원참치 뽀로로 키즈 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,21000,4.9,44,100,10,1000,210
동원참치 루피는 참치마요 100g,참치/연어통조림,통조림,반찬/주재료,2100,5,4,100,1,100,210
동원참치 뽀로로 키즈 100g,참치/연어통조림,통조림,반찬/주재료,2100,5,2,100,1,100,210
동원참치 고추참치 85g x 10캔,참치/연어통조림,통조림,반찬/주재료,17900,4.9,600,85,10,850,210.59
동원 고추참치 90g,참치/연어통조림,통조림,반찬/주재료,1900,5,6,90,1,90,211.11
동원참치 살코기 라이트스탠다드 90g,참치/연어통조림,통조림,반찬/주재료,1900,5,3,90,1,90,211.11
동원홈푸드 비비드키친 저당 멸치볶음양념 250g,기타양념,양념,조미료,5280,5,2,250,1,250,211.2
동원홈푸드 비비드키친 저당 제육볶음양념 250g,기타양념,양념,조미료,5280,5,2,250,1,250,211.2
동원참치 콘참치 85g,참치/연어통조림,통조림,반찬/주재료,1800,5,27,85,1,85,211.76
동원 한입골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,5,31,400,10,4000,212
동원 자연산왕골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,5,25,400,10,4000,212
동원 화끈한 골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,0,0,400,10,4000,212
동원맛참 마요참기름 135g,참치/연어통조림,통조림,반찬/주재료,2880,4.9,79,135,1,135,213.33
동원 리챔 순살꼬꼬 200g / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,4280,4.7,3,200,1,200,214
동원 마이플랜트 오리지널 200g,햄/닭가슴살,가공육,반찬/주재료,4280,0,0,200,1,200,214
동원참치 살코기 라이트스탠다드 85g x 5캔,참치/연어통조림,통조림,반찬/주재료,9200,5,107,85,5,425,216.47
동원홈푸드 비비드키친 저당 볶음고추장 300g,간장/고추장/된장/쌈장,장류,조미료,6500,5,3,300,1,300,216.67
동원 을지로 골뱅이 & 구운아귀채 300g x 5캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,32500,5,1,300,5,1500,216.67
동원 자연산왕골뱅이 400g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,5,26,400,5,2000,219.5
동원 화끈한 골뱅이 400gx5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,0,0,400,5,2000,219.5
동원 자연산골뱅이 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,19800,4.9,21,300,3,900,220
동원 을지로골뱅이 & 진미채 300g x 3캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,19800,5,3,300,3,900,220
동원홈푸드 비비드키친 저당 불고기양념 240g,고기/찌개양념,양념,조미료,5280,5,3,240,1,240,220
동원홈푸드 비비드키친 저당 불고기양념 240g,기타양념,양념,조미료,5280,5,3,240,1,240,220
동원홈푸드 비비드키친 저당 진미채볶음양념 240g,기타양념,양념,조미료,5280,5,2,240,1,240,220
동원 을지로 골뱅이 & 구운아귀채 300g x 3캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,19800,4,1,300,3,900,220
동원홈푸드 비비드키친 저당 잡채양념 240g,기타양념,양념,조미료,5280,5,1,240,1,240,220
동원참치 고추참치 85g x 5캔,참치/연어통조림,통조림,반찬/주재료,9400,5,115,85,5,425,221.18
동원참치 동원맛참 고소참기름 90g,참치/연어통조림,통조림,반찬/주재료,2000,4.9,95,90,1,90,222.22
동원참치 불참치 90g x 10개,참치/연어통조림,통조림,반찬/주재료,20000,5,64,90,10,900,222.22
동원참치 카레참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5,22,90,1,90,222.22
동원참치 야채참치 90gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,5,18,90,10,900,222.22
동원참치 야채참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5,7,90,1,90,222.22
동원 자연산골뱅이 300g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,33400,4.8,33,300,5,1500,222.67
동원 을지로골뱅이 & 진미채 300g x 5캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,33400,5,3,300,5,1500,222.67
동원 고추참치 90g x 5캔,참치/연어통조림,통조림,반찬/주재료,10020,5,1,90,5,450,222.67
동원 자연산골뱅이 300g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,13400,4.9,353,300,2,600,223.33
동원 을지로골뱅이 & 진미채 300g x 2캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,13400,4.7,7,300,2,600,223.33
동원 을지로 골뱅이 & 구운아귀채 300g x 2캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,13400,5,1,300,2,600,223.33
동원 화끈한 골뱅이 400gx3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,4.9,77,400,3,1200,224.17
동원 자연산왕골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,5,5,400,3,1200,224.17
동원 한입골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,4.8,4,400,3,1200,224.17
양반 대구곤이 지리탕 700g,한식,즉석조리식품,메인요리,15900,5,1,700,1,700,227.14
양반 깍둑순살 갈비탕 700g,한식,즉석조리식품,메인요리,15900,0,0,700,1,700,227.14
양반 차돌박이 육개장 700g,한식,즉석조리식품,메인요리,15900,0,0,700,1,700,227.14
동원 자연산왕골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.5,15,400,2,800,227.5
동원 한입골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.8,6,400,2,800,227.5
동원 자연산골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.7,6,400,2,800,227.5
동원 화끈한 골뱅이 400gx2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,0,0,400,2,800,227.5
동원 자연산골뱅이 230g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,52800,5,39,230,10,2300,229.57
동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,11480,0,0,500,1,500,229.6
동원 프리미엄 동원참치액 500gx3개,고춧가루/액젓,양념,조미료,34440,0,0,500,3,1500,229.6
동원 자연산골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9280,4.9,133,400,1,400,232
동원 화끈한 골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9280,4.9,29,400,1,400,232
동원 한입골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9280,4.9,22,400,1,400,232
동원 을지로골뱅이 & 진미채 300g / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,6980,5,21,300,1,300,232.67
동원 을지로 골뱅이 & 구운아귀채 300g / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,6980,5,3,300,1,300,232.67
동원 참치다시 300g,분말/액상조미료,조미료,조미료,6980,0,0,300,1,300,232.67
동원 자연산골뱅이 매실청 140g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,32800,5,61,140,10,1400,234.29
동원 화끈한골뱅이 140g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,32800,4.8,33,140,10,1400,234.29
동원참치 고추참치 85g x 3캔,참치/연어통조림,통조림,반찬/주재료,6000,4.9,88,85,3,255,235.29
동원 화끈한골뱅이 140g,골뱅이/수산통조림,통조림,안주/반찬,3300,4.9,26,140,1,140,235.71
동원 자연산골뱅이 230g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,27400,5,419,230,5,1150,238.26
동원 한입 골뱅이 400g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,47900,4.9,17,400,5,2000,239.5
동원참치 살코기 인 워터 100g,참치/연어통조림,통조림,반찬/주재료,2400,4.9,11,100,1,100,240
동원참치 살코기 인 워터 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,7200,5,10,100,3,300,240
동원 화끈한골뱅이 140g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,16900,4.9,13,140,5,700,241.43
동원 자연산골뱅이 매실청 140g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,16900,5,10,140,5,700,241.43
[동원] 동원 참치뱃살 깊은간장맛 135gx10캔,참치/연어통조림,통조림,반찬/주재료,32800,5,1,135,10,1350,242.96
동원참치 동원맛참 매콤참기름 90g,참치/연어통조림,통조림,반찬/주재료,2200,4.9,91,90,1,90,244.44
[동원] 동원 참치뱃살 깊은간장맛 135gx3캔,참치/연어통조림,통조림,반찬/주재료,9900,0,0,135,3,405,244.44
[쫄깃한 떡라면 한상] 동원 양반 떡국떡 320g + 농심 안성탕면 5개입,봉지라면,라면,간편식사,7900,5,1,320,1,320,246.88
동원 자연산왕골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9980,5,1,400,1,400,249.5
동원 재래식압착 참기름 160ml x 2병,간장/고추장/된장/쌈장,장류,조미료,8000,5,8,160,2,320,250
동원참치 마이플랜트 레드고추 100g,참치/연어통조림,통조림,반찬/주재료,2500,5,3,100,1,100,250
동원 화끈한골뱅이 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5,3,140,3,420,257.14
동원 자연산골뱅이 매실청 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5,2,140,3,420,257.14
[동원] 동원참치뱃살 깊은 간장맛 135g,참치/연어통조림,통조림,반찬/주재료,3480,5,1,135,1,135,257.78
동원참치 살코기 라이트스탠다드 85g,참치/연어통조림,통조림,반찬/주재료,2200,4.9,125,85,1,85,258.82
동원참치 고추참치 85g,참치/연어통조림,통조림,반찬/주재료,2200,5,105,85,1,85,258.82
동원 자연산골뱅이 230g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,17940,5,30,230,3,690,260
동원 자연산골뱅이 230g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,12000,5,4,230,2,460,260.87
동원 재래식압착 참기름 160ml,간장/고추장/된장/쌈장,장류,조미료,4200,5,9,160,1,160,262.5
동원 화끈한 골뱅이 140gx2개,골뱅이/수산통조림,통조림,안주/반찬,7400,5,2,140,2,280,264.29
동원 자연산골뱅이 매실청 140gx2캔,골뱅이/수산통조림,통조림,안주/반찬,7400,0,0,140,2,280,264.29
동원참치 불참치 90g,참치/연어통조림,통조림,반찬/주재료,2380,4.9,18,90,1,90,264.44
동원 자연산골뱅이 매실청 140g,골뱅이/수산통조림,통조림,안주/반찬,3880,4.6,7,140,1,140,277.14
동원 자연산골뱅이 230g,골뱅이/수산통조림,통조림,안주/반찬,6480,4.9,117,230,1,230,281.74
동원 리챔 순닭가슴살 135g x 4개,햄/닭가슴살,가공육,반찬/주재료,15900,4.8,12,135,4,540,294.44
식자재 아울렛 동원홈푸드 파마산블렌드 227g,찹쌀가루/전분/기타가루,가루류,요리재료,7190,0,0,227,1,227,316.74
비비드그린 비건 카레 180g x 2개입,카레,소스,요리재료,6900,0,0,180,1,180,383.33
동원 히말라야 핑크솔트 100g,소금,양념,조미료,3900,5,3,100,1,100,390
"동원참치 맛참 90g(고소참기름,매콤참기름) 각 10개, 총 20캔",참치/연어통조림,통조림,반찬/주재료,37000,4.9,317,90,10,900,411.11
"[체험팩] 동원참치 가미참치 90g 3종(불/짜장/카레) 각 3개, 총 9개",참치/연어통조림,통조림,반찬/주재료,15600,5,18,90,3,270,577.78
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,햄/닭가슴살,가공육,반찬/주재료,43200,0,0,120,6,720,600
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,죽/스프,즉석조리식품,간편식사,43200,0,0,120,6,720,600
[1+1]동원 하루미 국물의신 멸치링 80g (20정),분말/액상조미료,조미료,조미료,9980,5,34,80,2,160,623.75
[1+1]동원 하루미 국물의신 참치링 80g (20정),분말/액상조미료,조미료,조미료,9980,5,4,80,2,160,623.75
[동원산업] 수산명가 동원 냉장 낙지젓갈 180g,젓갈,젓갈,반찬,13900,0,0,180,1,180,772.22
동원 하루미 국물의신 참치링 80g ( 20정),분말/액상조미료,조미료,조미료,6980,0,0,80,1,80,872.5
동원 하루미 국물의신 멸치링 80g (20정),분말/액상조미료,조미료,조미료,6980,0,0,80,1,80,872.5
"동원참치 85g 2종(LS12,고추8) 총20캔+(증정)콘참치 2캔",참치/연어통조림,통조림,반찬/주재료,32000,5,192,85,2,170,1882.35
[4%적립금] 동원 양반 진국 사골곰탕 500g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,109000,0,0,500,1,500,2180
[4%적립금] 동원 양반 수라 한우 사골곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,129000,0,0,460,1,460,2804.35
[4%적립금] 동원 양반 버섯 야채죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5,2,420,1,420,2947.62
[4%적립금] 동원 양반 밤단팥죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5,2,420,1,420,2947.62
[4%적립금] 동원 양반 호박죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5,1,420,1,420,2947.62
[4%적립금] 동원 양반 백합죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,0,0,420,1,420,2947.62
[4%적립금] 동원 양반 나주식 곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,139000,5,1,460,1,460,3021.74
[4%적립금] 동원 양반 들깨닭죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,5,6,420,1,420,3095.24
[4%적립금] 동원 양반 참치죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,0,0,420,1,420,3095.24
[4%적립금] 동원 야채죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5,5,287,1,287,3564.46
[4%적립금] 동원 양반 참치죽 287g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,0,0,287,1,287,3564.46
[4%적립금] 동원 단호박죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5,13,285,1,285,3589.47
[4%적립금] 동원 양반 밤단팥죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5,1,285,1,285,3589.47
[4%적립금] 동원 양반 보양 삼계탕 900g x 15개입 x 3박스,국/탕/찌개,즉석조리식품,간편식사,339000,0,0,900,1,900,3766.67
[4%적립금] 동원 양반 영양닭죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,116600,5,1,285,1,285,4091.23
[4%적립금] 동원 양반 전복죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,126900,5,5,287,1,287,4421.6
[4%적립금] 동원 양반 전통잣죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,134400,0,0,285,1,285,4715.79
동원 라이트스탠다드 참치 150gx10캔+리챔 200gx10캔,참치/연어통조림,통조림,반찬/주재료,49200,4.9,1467,,10,,
"동원참치 85g 2종(라이트스탠다드15,고추5) 총20캔+리챔 200gx2캔",참치/연어통조림,통조림,반찬/주재료,33900,5,155,,2,,
"동원참치 85g 2종(라이트스탠다드15,고추5) 총20캔+리챔 200gx2캔",햄/닭가슴살,가공육,반찬/주재료,33900,5,155,,2,,
[치킨에 좋은] 비비드키친 저칼로리 양념치킨소스 290g+스위트칠리소스 280g+숯불매콤소스 290g,기타양념,양념,조미료,10900,5,112,,1,,
양반 용기죽 쇠고기죽 287g + 야채죽 287g+ 전복죽 287g (4개씩 총 12개),죽/스프,즉석조리식품,간편식사,22900,5,91,,12,,
동원라이트스탠다드참치 135gx12캔 +고추참치 85gx3캔,참치/연어통조림,통조림,반찬/주재료,25000,4.9,87,,12,,
동원참치 맛참 고소참기름 135gx10캔 + (증정)라이트스탠다드 참치 135gx2캔,참치/연어통조림,통조림,반찬/주재료,25000,4.9,29,,10,,
동원참치 살코기135gx8캔 + 맛참 고소참기름 135gx4캔,참치/연어통조림,통조림,반찬/주재료,26400,4.8,28,,8,,
[동원선물세트] 참치 T12호,참치/연어통조림,통조림,반찬/주재료,36900,5,28,,1,,
동원참치 맛참 매콤참기름 135gx10캔 + (증정)라이트스탠다드 참치 135gx2캔,참치/연어통조림,통조림,반찬/주재료,25000,4.8,28,,10,,
[참치24캔] 동원참치 살코기 85gx12캔+고추참치 100gx12캔,참치/연어통조림,통조림,반찬/주재료,30000,5,28,,12,,
[전통소스 강자] 비비드키친 저칼로리 토마토케첩 280g+머스타드소스 280g+바베큐소스 280g,기타양념,양념,조미료,9900,5,28,,1,,
동원참치 라이트스탠다드 85g x 15캔+150g x 5캔,참치/연어통조림,통조림,반찬/주재료,35000,5,24,,15,,
동원 양반 전복죽 420g+쇠고기죽 420g+밤단팥죽 420g 2개씩 총 6개,죽/스프,즉석조리식품,간편식사,20900,4.7,22,,6,,
"동원참치 맛참 매콤참기름 90gx10개 + 135gx4개, 총 14캔",참치/연어통조림,통조림,반찬/주재료,25000,4.9,21,,10,,
"동원참치 맛참 고소참기름 90gx10개 + 135gx4개, 총 14캔",참치/연어통조림,통조림,반찬/주재료,25000,4.9,19,,10,,
동원참치 튜나페 고소마요 129g(스프레드 100g+아이비 29g) x 5개,참치/연어통조림,통조림,반찬/주재료,16400,4.8,18,,5,,
