상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,중량 단위,묶음수량
동원 자연산꽁치 300g,고등어/꽁치통조림,통조림,반찬,4700,5.0,5,300.0,g,
동원 자연산왕골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,5.0,5,400.0,g,
동원 리챔 프로틴 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5.0,5,200.0,g,
동원 리챔 순살꼬꼬 200g x 3개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,8900,5.0,5,200.0,g,
동원 리챔 더블라이트 300g x 9캔,햄/닭가슴살,가공육,반찬/주재료,35100,4.6,5,300.0,g,
동원 리챔 더블라이트 300g x 6캔,햄/닭가슴살,가공육,반찬/주재료,24000,5.0,5,300.0,g,
동원 리챔 더블라이트 300g x 3캔,햄/닭가슴살,가공육,반찬/주재료,12300,4.8,5,300.0,g,
동원 Dole 파인애플 432g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,30000,4.6,5,432.0,g,
동원 미니파인애플 234g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,11000,5.0,5,234.0,g,
동원 양반 진국 사골곰탕 300g (1인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,4400,5.0,5,300.0,g,
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 2개씩 총 6개,죽/스프,즉석조리식품,간편식사,20900,5.0,5,420.0,"g, g, g",
양반 전복죽 420g x 5개 +들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,28000,4.6,5,420.0,"g, g",
[4%적립금] 동원 야채죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5.0,5,287.0,g,
[4%적립금] 동원 양반 전복죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,126900,5.0,5,287.0,g,
동원 초밥의달인 큰사각유부초밥 189g x 2개,아이반찬,반찬,반찬,6200,5.0,5,189.0,g,
[1+1] 동원 참치액 순 500g,고춧가루/액젓,양념,조미료,7980,5.0,5,500.0,g,
동원 마일드참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5.0,4,150.0,g,
동원참치 루피는 참치마요 100g,참치/연어통조림,통조림,반찬/주재료,2100,5.0,4,100.0,g,
동원참치 DHA 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,4.8,4,250.0,g,
[4%적립금] 동원참치 라이트스탠다드 1.88kg x 6개(1박스),참치/연어통조림,통조림,반찬/주재료,99000,4.5,4,88.0,kg,
동원 자연산꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,23100,4.0,4,300.0,g,
동원 자연산골뱅이 300gx4개+면발의신 생쫄면 385g(2인분),골뱅이/수산통조림,통조림,안주/반찬,33500,5.0,4,300.0,"g, g",
동원 한입골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,4.8,4,400.0,g,
동원 자연산골뱅이 230g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,12000,5.0,4,230.0,g,
동원 리챔 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5.0,4,200.0,g,
동원 런천미트 340g x 4캔,햄/닭가슴살,가공육,반찬/주재료,12900,4.8,4,340.0,g,
동원 리챔 더블라이트 300g,햄/닭가슴살,가공육,반찬/주재료,4300,4.8,4,300.0,g,
동원 미니파인코코 227g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,21500,5.0,4,227.0,g,
동원 Dole 파인애플 432g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5.0,4,432.0,g,
동원 지중해 황도 복숭아 820g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,14100,5.0,4,820.0,g,
동원 저스트 노슈가 황도 슬라이스 400g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,33900,3.8,4,400.0,g,
동원 저스트 노슈가 후르츠칵테일 822g x 2캔,과일/옥수수/팥,통조림,간식/요리재료,7980,5.0,4,822.0,g,
동원 양반 떡국떡 700g / 실온,떡볶이/떡류,떡류,간식,5980,4.8,4,700.0,g,
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,5.0,4,360.0,g,
동원 양반 떡국떡 700gx2개 / 실온,떡볶이/떡류,떡류,간식,11500,5.0,4,700.0,g,
양반 쇠고기죽 420g x 5개 + 버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,5.0,4,420.0,"g, g",
양반 전복죽 420g x 5개 +단호박죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,4,420.0,"g, g",
동원 초밥의달인 국산콩 유부초밥(고소한맛) 330g x 2개,아이반찬,반찬,반찬,12400,5.0,4,330.0,g,
[2+2] 동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,29960,5.0,4,500.0,g,
동원 참치액 진 500g,고춧가루/액젓,양념,조미료,5980,5.0,4,500.0,g,
동원 참치액 진 500g,동원참치액,소스,조미료,5980,5.0,4,500.0,g,
[1+1]동원 하루미 국물의신 참치링 80g (20정),분말/액상조미료,조미료,조미료,9980,5.0,4,80.0,g,
동원참치 마이플랜트 레드고추 100g,참치/연어통조림,통조림,반찬/주재료,2500,5.0,3,100.0,g,
동원참치 살코기 라이트스탠다드 135gx5개,참치/연어통조림,통조림,반찬/주재료,11500,5.0,3,135.0,g,
동원참치 살코기 라이트스탠다드 90g,참치/연어통조림,통조림,반찬/주재료,1900,5.0,3,90.0,g,
동원 화끈한골뱅이 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5.0,3,140.0,g,
동원 을지로골뱅이 & 진미채 300g x 5캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,33400,5.0,3,300.0,g,
동원 자연산골뱅이탕(얼큰한국물) 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,13500,4.7,3,300.0,g,
동원 을지로골뱅이 & 진미채 300g x 3캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,19800,5.0,3,300.0,g,
동원 을지로 골뱅이 & 구운아귀채 300g / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,6980,5.0,3,300.0,g,
동원 리챔 순살꼬꼬 200g x 6개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,17400,5.0,3,200.0,g,
동원 리챔 순살꼬꼬 200g / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,4280,4.7,3,200.0,g,
동원 리챔 더블라이트 120g,햄/닭가슴살,가공육,반찬/주재료,2400,5.0,3,120.0,g,
동원 리챔 더블라이트 300g x 12캔,햄/닭가슴살,가공육,반찬/주재료,45600,5.0,3,300.0,g,
동원 리챔 프로틴 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,5.0,3,200.0,g,
동원 지중해 황도 복숭아 820g x 12캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,48000,5.0,3,820.0,g,
동원 저스트 노슈가 황도 2절 400g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,31200,4.7,3,400.0,g,
동원 저스트 노슈가 황도 2절 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16200,4.7,3,400.0,g,
동원 저스트 노슈가 후르츠칵테일 425gx24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5.0,3,425.0,g,
동원 저스트 노슈가 파인애플 425gx6개,과일/옥수수/팥,통조림,간식/요리재료,17500,5.0,3,425.0,g,
동원 양반 캔볶음김치 160g x 48캔,반찬/기타통조림,반찬,반찬,78000,5.0,3,160.0,g,
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,짜장,소스,요리재료,12900,5.0,3,300.0,"g, g, g",
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,국/탕/찌개,즉석조리식품,간편식사,12900,5.0,3,300.0,"g, g, g",
비비드그린 저당 단호박죽 280g x 2개,죽/스프,즉석조리식품,간편식사,7200,5.0,3,280.0,g,
동원 양반 참치죽 420g x 20개,죽/스프,즉석조리식품,간편식사,45900,5.0,3,420.0,g,
양반 영양닭죽 285g x 5개,죽/스프,즉석조리식품,간편식사,9900,5.0,3,285.0,g,
동원 양반 쇠고기죽 287g 12개 + 밤단팥죽 285g 12개,죽/스프,즉석조리식품,간편식사,40900,5.0,3,287.0,"g, g",
동원 양반 쇠고기죽 287g 12개 + 참치죽 285g 12개,죽/스프,즉석조리식품,간편식사,40900,5.0,3,287.0,"g, g",
동원 양반 쇠고기죽 287g 12개 + 영양닭죽 285g 12개,죽/스프,즉석조리식품,간편식사,42900,4.7,3,287.0,"g, g",
동원 양반 전복죽 287g x 12개 + 전통잣죽 285g x 12개,죽/스프,즉석조리식품,간편식사,50000,5.0,3,287.0,"g, g",
비비드그린 저당 단호박죽 280g x 2개,메인요리,즉석조리식품,메인요리,7200,5.0,3,280.0,g,
동원홈푸드 비비드키친 저당 볶음고추장 300g,간장/고추장/된장/쌈장,장류,조미료,6500,5.0,3,300.0,g,
[동원] 동원 쯔유 500gx3개,간장/고추장/된장/쌈장,장류,조미료,14900,5.0,3,500.0,g,
동원 하루미 소불고기양념 500g,고기/찌개양념,양념,조미료,3980,5.0,3,500.0,g,
동원홈푸드 비비드키친 저당 불고기양념 240g,고기/찌개양념,양념,조미료,5280,5.0,3,240.0,g,
동원 하루미 돼지불고기양념 500g,고기/찌개양념,양념,조미료,3980,5.0,3,500.0,g,
동원 참치액 순 500g,고춧가루/액젓,양념,조미료,5980,4.3,3,500.0,g,
동원홈푸드 비비드키친 저당 불고기양념 240g,기타양념,양념,조미료,5280,5.0,3,240.0,g,
동원 하루미 마라 떡볶이양념 130g,기타양념,양념,조미료,1980,4.7,3,130.0,g,
동원 참치액 순 500g,동원참치액,소스,조미료,5980,4.3,3,500.0,g,
동원 히말라야 핑크솔트 100g,소금,양념,조미료,3900,5.0,3,100.0,g,
[1+1]동원 참치다시 2kg,분말/액상조미료,조미료,조미료,30480,5.0,3,2.0,kg,
[1+1] 동원 참치액 순 900g,분말/액상조미료,조미료,조미료,12980,4.7,3,900.0,g,
동원 요리 올리고당 700ml,올리고당/물엿/조청/꿀,당류,요리재료,3900,5.0,3,700.0,ml,
동원홈푸드 비비드키친 알룰로스 510g x 2개,올리고당/물엿/조청/꿀,당류,요리재료,15900,4.0,3,510.0,g,
동원참치 뽀로로 키즈 100g,참치/연어통조림,통조림,반찬/주재료,2100,5.0,2,100.0,g,
동원참치 튜나페 갈릭마요 129g (아이비29g+스프레드참치100g),참치/연어통조림,통조림,반찬/주재료,3280,5.0,2,129.0,"g, g, g",
동원참치 살코기 인 워터 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,10000,5.0,2,100.0,g,
동원참치 살코기 라이트스탠다드 90gx5캔,참치/연어통조림,통조림,반찬/주재료,8500,5.0,2,90.0,g,
동원 김치찌개용 꽁치 300g x 9캔,고등어/꽁치통조림,통조림,반찬,35100,5.0,2,300.0,g,
동원 자연산골뱅이 매실청 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5.0,2,140.0,g,
동원 자연산골뱅이탕(얼큰한국물) 300g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,21500,5.0,2,300.0,g,
동원 화끈한 골뱅이 140gx2개,골뱅이/수산통조림,통조림,안주/반찬,7400,5.0,2,140.0,g,
동원 자연산골뱅이탕(얼큰한국물) 300g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,40000,5.0,2,300.0,g,
동원 리챔 순닭가슴살 135g,햄/닭가슴살,가공육,반찬/주재료,2680,5.0,2,135.0,g,
동원 복숭아 백도 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,14000,5.0,2,400.0,g,
동원 미니파인코코 227g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,5700,4.0,2,227.0,g,
동원 Dole 파인애플 432g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16000,4.5,2,432.0,g,
비비드그린 비건 짜장 180g,짜장,소스,요리재료,3500,5.0,2,180.0,g,
[국물매콤떡세트] 동원 양반 떡볶이떡 320g + 비셰프 국물떡볶이분말 500g,떡볶이/떡류,떡류,간식,8900,5.0,2,320.0,"g, g",
동원 떡볶이의신 짜장떡볶이 385g (2인분) x 3개,떡볶이/떡류,떡류,간식,12900,5.0,2,385.0,g,
[4% 적립금] 동원 양반 떡국떡 700gx10개(1박스) / 실온,떡볶이/떡류,떡류,간식,44000,5.0,2,700.0,g,
[4%적립금] 동원 양반 버섯 야채죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5.0,2,420.0,g,
양반 밤단팥죽 420g x 5개 + 양반 백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,2,420.0,"g, g",
동원 양반 들깨닭죽 420g x 20개,죽/스프,즉석조리식품,간편식사,51000,5.0,2,420.0,g,
비비드그린 저당 단호박죽 280g,죽/스프,즉석조리식품,간편식사,3500,5.0,2,280.0,g,
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 3개씩 총 9개,죽/스프,즉석조리식품,간편식사,26900,5.0,2,420.0,"g, g, g",
[4%적립금] 동원 양반 밤단팥죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5.0,2,420.0,g,
양반 단호박죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,5.0,2,420.0,"g, g",
양반 쇠고기죽 420g x 5개 + 밤단팥죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,4.0,2,420.0,"g, g",
동원 양반 영양닭죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,40900,5.0,2,285.0,"g, g",
동원 양반 전통잣죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,44900,3.5,2,285.0,"g, g",
동원 양반 밤단팥죽 285g x 12개 + 전통잣죽 285g x 12개,죽/스프,즉석조리식품,간편식사,44900,4.5,2,285.0,"g, g",
양반 전복죽 420g x 5개 +버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,2,420.0,"g, g",
양반 쇠고기죽 420g x 5개 + 단호박죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,2,420.0,"g, g",
비비드그린 비건 짜장 180g,메인요리,즉석조리식품,메인요리,3500,5.0,2,180.0,g,
비비드그린 저당 단호박죽 280g,메인요리,즉석조리식품,메인요리,3500,5.0,2,280.0,g,
비비드그린 비건 짜장 180g,밑반찬,반찬,반찬,3500,5.0,2,180.0,g,
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,간장/고추장/된장/쌈장,장류,조미료,12700,5.0,2,310.0,"g, g, g",
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,기타양념,양념,조미료,12700,5.0,2,310.0,"g, g, g",
동원홈푸드 비비드키친 저당 멸치볶음양념 250g,기타양념,양념,조미료,5280,5.0,2,250.0,g,
하루미 불닭로제 떡볶이 양념 2개 + 매콤달콤 떡볶이 양념 1개 + 마라 떡볶이양념 1개 + 양반 떡볶이떡 320g,기타양념,양념,조미료,9900,4.5,2,320.0,g,
동원 하루미 매콤달콤 떡볶이양념 130g,기타양념,양념,조미료,1980,5.0,2,130.0,g,
동원홈푸드 비비드키친 저당 제육볶음양념 250g,기타양념,양념,조미료,5280,5.0,2,250.0,g,
동원홈푸드 비비드키친 저당 진미채볶음양념 240g,기타양념,양념,조미료,5280,5.0,2,240.0,g,
[맛참비빔면] 동원참치 맛참 90g 2종(고소/매콤) 각 2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,10900,5.0,1,90.0,"g, g, g",
동원참치 루피는 참치마요 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,9500,5.0,1,100.0,g,
[동원] 동원 참치뱃살 깊은간장맛 135gx10캔,참치/연어통조림,통조림,반찬/주재료,32800,5.0,1,135.0,g,
동원 고추참치 90g x 5캔,참치/연어통조림,통조림,반찬/주재료,10020,5.0,1,90.0,g,
[동원] 동원참치뱃살 깊은 간장맛 135g,참치/연어통조림,통조림,반찬/주재료,3480,5.0,1,135.0,g,
[4%적립금] 동원 고추참치(덕용) 1880gx6개 ( 박스 ),참치/연어통조림,통조림,반찬/주재료,109000,5.0,1,1880.0,g,
동원 고추참치 90g x 10캔,참치/연어통조림,통조림,반찬/주재료,16500,5.0,1,90.0,g,
[4%적립금] 동원 꽁치 1.8kg x 6개(1박스),고등어/꽁치통조림,통조림,반찬,92400,5.0,1,8.0,kg,
동원 김치찌개용 꽁치 300g,고등어/꽁치통조림,통조림,반찬,5000,5.0,1,300.0,g,
[2%적립금] 동원 꽁치 1880g,고등어/꽁치통조림,통조림,반찬,16000,5.0,1,1880.0,g,
동원 을지로 골뱅이 & 구운아귀채 300g x 5캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,32500,5.0,1,300.0,g,
동원 을지로 골뱅이 & 구운아귀채 300g x 3캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,19800,4.0,1,300.0,g,
동원 을지로 골뱅이 & 구운아귀채 300g x 2캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,13400,5.0,1,300.0,g,
동원 자연산왕골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9980,5.0,1,400.0,g,
동원 리챔 프로틴 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,5.0,1,200.0,g,
동원 미니파인코코 227g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,11000,5.0,1,227.0,g,
[4%적립금] 동원 저스트 노슈가 황도 2절 400g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,52000,5.0,1,400.0,g,
[동원] 미니 파인애플 234g x 5,과일/옥수수/팥,통조림,간식/요리재료,12000,5.0,1,234.0,g,
[4%적립금] 동원 저스트 노슈가 후르츠칵테일 425gx48개(2박스),과일/옥수수/팥,통조림,간식/요리재료,95000,5.0,1,425.0,g,
동원 저스트 노슈가 후르츠칵테일 425gx12개,과일/옥수수/팥,통조림,간식/요리재료,30000,5.0,1,425.0,g,
동원 저스트 노슈가 후르츠칵테일 425gx6개,과일/옥수수/팥,통조림,간식/요리재료,17500,5.0,1,425.0,g,
동원 양반 캔김치 160g x 48캔,반찬/기타통조림,반찬,반찬,78000,5.0,1,160.0,g,
양반 캔볶음김치 160g x 4개,반찬/기타통조림,반찬,반찬,7700,5.0,1,160.0,g,
[쫄깃한 떡라면 한상] 동원 양반 떡국떡 320g + 농심 안성탕면 5개입,봉지라면,라면,간편식사,7900,5.0,1,320.0,g,
[4%적립금] 동원 양반 나주식 곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,139000,5.0,1,460.0,g,
[4% 적립금] 동원 양반 떡국떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,5.0,1,320.0,g,
[4%적립금] 동원 양반 호박죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5.0,1,420.0,g,
[4%적립금] 동원 양반 영양닭죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,116600,5.0,1,285.0,g,
양반 전복죽 420g x 5개 +밤단팥죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,1,420.0,"g, g",
동원 양반 전복죽 287g x 10개 + 야채죽 287g x 10개,죽/스프,즉석조리식품,간편식사,38600,5.0,1,287.0,"g, g",
동원 양반 전통잣죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,즉석조리식품,간편식사,45900,5.0,1,285.0,"g, g",
[4%적립금] 동원 양반 밤단팥죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5.0,1,285.0,g,
양반 쇠고기죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,1,420.0,"g, g",
양반 전복죽 420g x 5개 +참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,1,420.0,"g, g",
동원 양반 밤단팥죽 285g x 12개 + 참치죽 287g x 12개,죽/스프,즉석조리식품,간편식사,37900,5.0,1,285.0,"g, g",
양반 1등비법 듬뿍 밤단팥죽 285g x 6개,죽/스프,즉석조리식품,간편식사,13900,5.0,1,285.0,g,
양반 1등비법 듬뿍 밤단팥죽 285g x 3개,죽/스프,즉석조리식품,간편식사,7900,5.0,1,285.0,g,
양반 백합죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,1,420.0,"g, g",
양반 들깨닭죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,5.0,1,420.0,"g, g",
양반 밤단팥죽 420g x 5개 + 양반 버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,1,420.0,"g, g",
양반 단호박죽 420g x 5개 + 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,5.0,1,420.0,"g, g",
동원 양반 전복죽 287g x 10개 + 단호박죽 285g x 10개,죽/스프,즉석조리식품,간편식사,38600,2.0,1,287.0,"g, g",
양반 대구곤이 지리탕 700g,한식,즉석조리식품,메인요리,15900,5.0,1,700.0,g,
[동원] 동원 쯔유 500g,간장/고추장/된장/쌈장,장류,조미료,5980,5.0,1,500.0,g,
동원 하루미 소갈비양념 500g,고기/찌개양념,양념,조미료,3980,5.0,1,500.0,g,
[2+2] 동원 참치액 순 500g,고춧가루/액젓,양념,조미료,15960,5.0,1,500.0,g,
★시식코너특가★동원홈푸드 비비드키친 저칼로리 데리야끼소스 285g x 2개,기타양념,양념,조미료,6900,5.0,1,285.0,g,
동원홈푸드 비비드키친 저당 잡채양념 240g,기타양념,양념,조미료,5280,5.0,1,240.0,g,
동원 하루미 불닭로제맛 떡볶이양념 130g,기타양념,양념,조미료,1980,5.0,1,130.0,g,
[2% 적립금] 동원 참치액 진 2kgx6개 ( 1box),동원참치액,소스,조미료,69900,5.0,1,2.0,kg,
동원 참치액 진 2kg,동원참치액,소스,조미료,18900,5.0,1,2.0,kg,
[1+1]동원 참치다시 300g,분말/액상조미료,조미료,조미료,8980,5.0,1,300.0,g,
동원 참치다시 1kg,분말/액상조미료,조미료,조미료,15980,5.0,1,1.0,kg,
[1+1]동원 참치다시 1kg,분말/액상조미료,조미료,조미료,19980,5.0,1,1.0,kg,
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 매콤참기름 135g x 6캔,참치/연어통조림,통조림,반찬/주재료,34900,0.0,0,130.0,"g, g",
동원참치 살코기 라이트스탠다드 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,통조림,반찬/주재료,33900,0.0,0,150.0,"g, g",
동원참치 살코기 라이트스탠다드 90gx3캔,참치/연어통조림,통조림,반찬/주재료,5400,0.0,0,90.0,g,
동원 고추참치 90g x 3캔,참치/연어통조림,통조림,반찬/주재료,5400,0.0,0,90.0,g,
[4%적립금] 동원참치 루피는 참치마요 100g x 60개(1박스),참치/연어통조림,통조림,반찬/주재료,102000,0.0,0,100.0,g,
[고소비빔면] 동원참치 맛참 고소참기름 135gx2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,8900,0.0,0,135.0,"g, g, g",
[맛참비빔면] 동원참치 맛참 135g 2종(고소/매콤) 각 1개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,8900,0.0,0,135.0,"g, g, g",
[고소비빔면] 동원참치 맛참 고소참기름 90gx4개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,10900,0.0,0,90.0,"g, g, g",
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 고소참기름 135g x 6캔,참치/연어통조림,통조림,반찬/주재료,34900,0.0,0,130.0,"g, g",
동원참치 DHA 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,통조림,반찬/주재료,33900,0.0,0,150.0,"g, g",
[동원] 동원 참치뱃살 깊은간장맛 135gx3캔,참치/연어통조림,통조림,반찬/주재료,9900,0.0,0,135.0,g,
[2%적립금] 동원 살코기 참치 라이트스탠다드 3kg,참치/연어통조림,통조림,반찬/주재료,28000,0.0,0,3.0,kg,
[2%적립금] 동원 고추참치(덕용) 1880g,참치/연어통조림,통조림,반찬/주재료,24000,0.0,0,1880.0,g,
동원참치 살코기 라이트스탠다드 90gx20캔,참치/연어통조림,통조림,반찬/주재료,32000,0.0,0,90.0,g,
동원참치 살코기 라이트스탠다드 90gx10캔,참치/연어통조림,통조림,반찬/주재료,16500,0.0,0,90.0,g,
[4%적립금] 동원참치 뽀로로 키즈 100g x 60개(1박스),참치/연어통조림,통조림,반찬/주재료,102000,0.0,0,100.0,g,
동원 마일드참치 150gx20캔,참치/연어통조림,통조림,반찬/주재료,50000,0.0,0,150.0,g,
동원참치 스프레드 체다치즈 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,0.0,0,100.0,g,
동원참치 튜나페 갈릭마요 129g(스프레드 100g+아이비 29g) x 5개,참치/연어통조림,통조림,반찬/주재료,16400,0.0,0,129.0,"g, g, g",
동원 을지로 골뱅이 & 구운아귀채 300g x 10캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,62800,0.0,0,300.0,g,
동원 화끈한 골뱅이 400gx2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,0.0,0,400.0,g,
동원 자연산골뱅이 매실청 140gx2캔,골뱅이/수산통조림,통조림,안주/반찬,7400,0.0,0,140.0,g,
동원 화끈한 골뱅이 400gx5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,0.0,0,400.0,g,
동원 화끈한 골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,0.0,0,400.0,g,
동원 자연산골뱅이탕(얼큰한국물) 300g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,9600,0.0,0,300.0,g,
동원 리챔 프로틴 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,0.0,0,200.0,g,
동원 리챔 더블라이트 120g x 9캔,햄/닭가슴살,가공육,반찬/주재료,19800,0.0,0,120.0,g,
동원 리챔 순살꼬꼬 200g x 8개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,22400,0.0,0,200.0,g,
동원 마이플랜트 오리지널 200g,햄/닭가슴살,가공육,반찬/주재료,4280,0.0,0,200.0,g,
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,햄/닭가슴살,가공육,반찬/주재료,43200,0.0,0,120.0,g,
동원 리챔 프로틴 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,0.0,0,200.0,g,
동원 미니파인코코 227g,과일/옥수수/팥,통조림,간식/요리재료,2000,0.0,0,227.0,g,
[4%적립금] 동원 양반 캔볶음김치 160g x 96캔,반찬/기타통조림,반찬,반찬,153000,0.0,0,160.0,g,
동원 양반 캔갓김치 160g x 48캔,반찬/기타통조림,반찬,반찬,83000,0.0,0,160.0,g,
동원 양반 캔갓김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,0.0,0,160.0,g,
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,10200,0.0,0,130.0,g,
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,9900,0.0,0,130.0,g,
[떡라면] 동원 양반 떡국떡 320g + 농심 신라면 (120g x 5개입),봉지라면,라면,간편식사,7900,0.0,0,320.0,"g, g",
