날짜(YYYY-MM-DD),상품 중분류 이름,등급이름,총가격(원),단위총물량(kg),산지코드,산지이름,직팜산지코드,직팜산지이름
2019-10-01,양파,특,784000.0,2400.0,305325,대전 유성구 노은동,1019,대전광역시
2019-04-15,양파,특,2505000.0,2505.0,690600,제주 제주시 제주우체국사서함,1142,제주특별자치도 제주시
2020-11-06,양파,특,6685000.0,5250.0,745000,경상북도 문경시,1156,경상북도 문경시
2022-04-11,양파,특,396000.0,1080.0,690000,제주도 제주시,1142,제주특별자치도 제주시
2019-07-02,양파,특,175000.0,250.0,565863,전북 완주군 고산면 성재리,1107,전라북도 완주군
2025-02-26,양파,특,2660000.0,1200.0,902000,부산광역시 ,1120,부산광역시
2021-08-13,양파,특,3367500.0,3375.0,525000,전라남도 함평군,1090,전라남도 함평군
2018-08-14,양파,특,3862200.0,6888.0,535000,전라남도 신안군,1096,전라남도 신안군
2024-08-06,양파,특,96500.0,100.0,676841,경남 함양군 서상면 금당리,1139,경상남도 함양군
2019-10-28,양파,특,1736800.0,3200.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-11-06,양파,특,17757000.0,15800.0,676832,경남 함양군 서하면 송계리,1139,경상남도 함양군
2018-11-12,양파,특,2065500.0,4040.0,630850,경남 마산시 내서읍,1125,경상남도 마산시
2021-01-14,양파,상,69000.0,30.0,138000,서울특별시 송파구,1000,서울특별시
2024-11-22,양파,특,1292000.0,760.0,618804,부산 강서구 대저2동3407∼3827,1120,부산광역시
2024-04-30,양파,하,730400.0,996.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2024-06-26,양파,상,77500.0,100.0,641600,경남 창원시 창원우체국사서함,1124,경상남도 창원시
2019-05-20,양파,상,60000.0,120.0,580090,전북 정읍시 농소동,1116,전라북도 정읍시
2018-04-11,양파,특,2607600.0,3074.0,990000,제주도 ,1180,제주도 
2025-03-13,양파,특,17760000.0,15360.0,800000,중국,1170,수입산
2020-11-03,양파,특,165000.0,150.0,403010,인천 부평구 부평동,1049,인천광역시
2021-06-11,양파,특,1250000.0,2437.5,711000,대구광역시 달성군,1146,대구광역시
2025-04-16,양파,하,2779500.0,3060.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2020-12-08,양파,특,13065000.0,10725.0,565000,전라북도 완주군,1107,전라북도 완주군
2018-07-11,양파,특,180000.0,1000.0,678820,경남 합천군 초계면,1140,경상남도 합천군
2022-06-10,양파,하,1252500.0,1125.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2023-09-08,양파,특,16130000.0,13806.0,536000,전라남도 해남군,1098,전라남도 해남군
2019-03-12,양파,특,30000.0,10.0,429600,경기 시흥시 시흥우체국사서함,1057,경기도 시흥시
2024-07-03,양파,특,2700000.0,2400.0,717000,경상북도 고령군,1150,경상북도 고령군
2018-05-29,양파,특,54120.0,20.0,471080,경기 구리시 갈매동,1072,경기도 구리시
2024-11-07,양파,특,990000.0,660.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2019-05-06,양파,보통,3241000.0,5250.0,769800,경북 의성군 의성읍,1165,경상북도 의성군
2024-08-24,양파,하,4275000.0,3375.0,530000,전라남도 목포시,1095,전라남도 목포시
2021-10-18,양파,상,30000.0,60.0,561302,전북 전주시 덕진구 송천동2가,1106,전라북도 전주시
2024-01-23,양파,특,990000.0,900.0,769971,경북 의성군 다인면 가원리,1165,경상북도 의성군
2022-01-03,양파,특,169000.0,260.0,579852,전북 부안군 변산면 대항리,1114,전라북도 부안군
2018-02-13,양파,특,4800000.0,6000.0,800000,중국,1170,수입산
2022-07-19,양파,특,703000.0,760.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2020-07-25,양파,특,2198000.0,3360.0,750000,경상북도 영주시,1157,경상북도 영주시
2018-07-13,양파,특,18180.0,24.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2018-07-10,양파,특,510000.0,500.0,456000,경기도 안성시,1067,경기도 안성시
2019-06-29,양파,특,7700000.0,16800.0,525800,전남 함평군 함평읍,1090,전라남도 함평군
2024-07-29,양파,특,171000.0,180.0,565860,전북 완주군 고산면,1107,전라북도 완주군
2024-04-27,양파,상,17377500.0,13500.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2022-01-13,양파,보통,3863900.0,7440.0,525000,전라남도 함평군,1090,전라남도 함평군
2022-09-02,양파,상,168000.0,80.0,357900,충남 태안군 태안읍,1036,충청남도 태안군
2020-08-28,양파,특,2925000.0,3375.0,770000,경상북도 영천시,1166,경상북도 영천시
2023-02-24,양파,특,11192400.0,7596.0,770000,경상북도 영천시,1166,경상북도 영천시
2020-07-30,양파,특,3598000.0,3000.0,525000,전라남도 함평군,1090,전라남도 함평군
2022-03-01,양파,특,80000.0,80.0,570030,전북 익산시 갈산동,1111,전라북도 익산시
2018-05-04,양파,보통,17500.0,21.0,645270,경남 진해시 경화동,1130,경상남도 진해시
2022-07-20,양파,하,710400.0,1110.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2021-11-02,양파,특,1984000.0,2560.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2018-08-22,양파,하,1636000.0,5280.0,534840,전남 무안군 현경면,1097,전라남도 무안군
2023-04-13,양파,특,9700.0,4.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2021-04-12,양파,특,5931200.0,9000.0,534000,전라남도 무안군,1097,전라남도 무안군
2025-01-21,양파,특,2040000.0,1200.0,618000,부산광역시 부산 강서구,1120,부산광역시
2019-10-11,양파,상,1504000.0,4000.0,902000,부산광역시 ,1120,부산광역시
2023-11-20,양파,하,11381500.0,14280.0,506000,광주광역시 광산구,1083,광주광역시
2023-11-06,양파,보통,2360000.0,2400.0,600010,부산 중구 중앙동,1120,부산광역시
2019-08-28,양파,특,2478600.0,7344.0,565000,전라북도 완주군,1107,전라북도 완주군
2020-02-03,양파,상,18500.0,100.0,730010,경북 구미시 원평동,1153,경상북도 구미시
2020-01-30,양파,하,9120000.0,11250.0,471080,경기 구리시 갈매동,1072,경기도 구리시
2019-06-07,양파,특,3931100.0,12780.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2019-12-05,양파,특,5880000.0,7200.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-03-05,양파,특,344000.0,400.0,730010,경북 구미시 원평동,1153,경상북도 구미시
2021-03-31,양파,특,14700000.0,12600.0,800000,중국,1170,수입산
2024-01-04,양파,특,11617500.0,10125.0,535000,전라남도 신안군,1096,전라남도 신안군
2018-08-16,양파,특,59500.0,1140.0,500120,광주 북구 각화동,1083,광주광역시
2018-11-21,양파,특,421600.0,1240.0,717000,경상북도 고령군,1150,경상북도 고령군
2021-12-23,양파,보통,12000.0,20.0,730800,경북 구미시 선산읍,1153,경상북도 구미시
2024-06-04,양파,특,11325000.0,16875.0,960000,전라북도 ,1177,전라북도 
2024-01-16,양파,특,821100.0,765.0,456840,경기 안성시 미양면,1067,경기도 안성시
2020-11-05,양파,상,5262500.0,6000.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2024-09-21,양파,하,1950000.0,2250.0,536000,전라남도 해남군,1098,전라남도 해남군
2020-11-18,양파,특,13650000.0,13000.0,636000,경상남도 의령군,1127,경상남도 의령군
2018-05-04,양파,특,982600.0,1340.0,516832,전남 곡성군 죽곡면 동계리,1086,전라남도 곡성군
2021-05-31,양파,하,32000.0,60.0,576960,전북 김제시 금산면,1113,전라북도 김제시
2023-07-14,양파,특,1830000.0,2515.5,716000,경상북도 군위군,1149,경상북도 군위군
2023-10-30,양파,특,2860000.0,2860.0,717000,경상북도 고령군,1150,경상북도 고령군
2018-02-28,양파,특,100000.0,80.0,471600,경기 구리시 구리우체국사서함,1072,경기도 구리시
2019-03-01,양파,특,385000.0,2000.0,534000,전라남도 무안군,1097,전라남도 무안군
2024-03-02,양파,특,2847500.0,3060.0,525800,전남 함평군 함평읍,1090,전라남도 함평군
2018-08-30,양파,특,80000.0,160.0,579000,전라북도 부안군,1114,전라북도 부안군
2019-06-06,양파,보통,783300.0,1260.0,980000,경상북도 ,1179,경상북도 
2021-10-18,양파,상,515000.0,750.0,716852,경북 군위군 산성면 운산리,1149,경상북도 군위군
2020-05-12,양파,특,1650000.0,2250.0,678700,경남 합천군 합천읍 합천리 합천군청 ,1140,경상남도 합천군
2018-11-16,양파,상,1282500.0,2850.0,635800,경남 창녕군 창녕읍,1126,경상남도 창녕군
2019-05-02,양파,하,808500.0,1155.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2025-04-10,양파,보통,1162500.0,1125.0,690600,제주 제주시 제주우체국사서함,1142,제주특별자치도 제주시
2018-06-05,양파,특,60000.0,120.0,702270,대구 북구 매천동,1146,대구광역시
2024-10-08,양파,상,1020000.0,600.0,711000,대구광역시 달성군,1146,대구광역시
2018-04-14,양파,특,2024000.0,2640.0,690600,제주 제주시 제주우체국사서함,1142,제주특별자치도 제주시
2023-03-31,양파,특,789000.0,1012.0,556823,전남 여수시 화양면 안포리,1105,전라남도 여수시
2018-06-25,양파,특,112200.0,340.0,356000,충청남도 서산시,1035,충청남도 서산시
2018-08-18,양파,상,45210.0,112.2,676800,경남 함양군 함양읍,1139,경상남도 함양군
2021-04-19,양파,보통,3860100.0,8730.0,550000,전라남도 여수시,1105,전라남도 여수시
2018-11-23,양파,특,6844500.0,8775.0,565000,전라북도 완주군,1107,전라북도 완주군
2019-09-28,양파,하,1105000.0,3060.0,525000,전라남도 함평군,1090,전라남도 함평군
2019-08-30,양파,상,360000.0,1000.0,714800,경북 청도군 청도읍,1148,경상북도 청도군
2025-04-09,양파,특,9576000.0,7560.0,699800,제주 남제주군 남원읍,1145,제주특별자치도 남제주군
2022-05-20,양파,특,1224000.0,2160.0,138701,서울 송파구 가락1동  가락농수산물시장 ,1000,서울특별시
2019-10-08,양파,특,1476000.0,3200.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-04-06,양파,특,696000.0,480.0,502153,광주 서구 매월동,1083,광주광역시
2024-02-17,양파,특,1932000.0,1680.0,530600,전남 목포시 목포우체국사서함,1095,전라남도 목포시
2022-09-07,양파,특,250000.0,800.0,901000,서울특별시 ,1000,서울특별시
2020-01-14,양파,상,220000.0,150.0,745000,경상북도 문경시,1156,경상북도 문경시
2024-04-03,양파,보통,623000.0,540.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2019-04-27,양파,특,251100.0,324.0,565864,전북 완주군 고산면 읍내리,1107,전라북도 완주군
2022-07-21,양파,하,1762500.0,1125.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-01-30,양파,특,3955400.0,4640.0,534000,전라남도 무안군,1097,전라남도 무안군
2025-05-12,양파,특,278400.0,288.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-07-16,양파,특,2100000.0,4200.0,678800,경남 합천군 합천읍,1140,경상남도 합천군
2023-06-08,양파,특,11369300.0,18588.0,534000,전라남도 무안군,1097,전라남도 무안군
2021-04-20,양파,보통,26000.0,247.0,656834,경남 거제시 장목면 매동리,1132,경상남도 거제시
2024-03-02,양파,특,460000.0,300.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-01-18,양파,특,6510000.0,6300.0,800000,중국,1170,수입산
2019-06-24,양파,특,2900000.0,10000.0,627000,경상남도 밀양시,1123,경상남도 밀양시
2022-02-15,양파,특,222000.0,1110.0,356000,충청남도 서산시,1035,충청남도 서산시
2019-08-26,양파,특,574000.0,1050.0,676800,경남 함양군 함양읍,1139,경상남도 함양군
2023-05-18,양파,상,11954000.0,14940.0,627110,경남 밀양시 가곡동,1123,경상남도 밀양시
2018-02-06,양파,특,629000.0,2040.0,770000,경상북도 영천시,1166,경상북도 영천시
2024-11-25,양파,특,340000.0,1020.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-02-14,양파,특,2175000.0,2250.0,535000,전라남도 신안군,1096,전라남도 신안군
2019-05-21,양파,상,70000.0,140.0,548850,전남 고흥군 동강면,1104,전라남도 고흥군
2021-06-26,양파,상,1019000.0,1400.0,769800,경북 의성군 의성읍,1165,경상북도 의성군
2024-06-18,양파,특,823600.0,1384.5,718800,경북 칠곡군 왜관읍,1151,경상북도 칠곡군
2023-11-03,양파,특,13725000.0,11250.0,597000,전라북도 장수군,1119,전라북도 장수군
2022-08-30,양파,특,800000.0,800.0,621150,경남 김해시 화목동,1121,경상남도 김해시
2019-01-08,양파,특,1904000.0,2400.0,618000,부산광역시 부산 강서구,1120,부산광역시
2022-09-13,양파,특,7500000.0,6000.0,730040,경북 구미시 형곡동,1153,경상북도 구미시
2022-08-19,양파,특,1147500.0,1020.0,678800,경남 합천군 합천읍,1140,경상남도 합천군
2023-10-27,양파,보통,308000.0,220.0,356010,충남 서산시 동문동,1035,충청남도 서산시
2019-08-30,양파,특,40400.0,40.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2020-03-26,양파,특,582500.0,500.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-07-16,양파,보통,293800.0,520.0,769980,경북 의성군 안사면,1165,경상북도 의성군
2021-06-05,양파,특,5272500.0,9000.0,714000,경상북도 청도군,1148,경상북도 청도군
2019-05-04,양파,보통,10500.0,60.0,660600,경남 진주시 진주우체국사서함,1133,경상남도 진주시
2021-01-14,양파,하,1944000.0,1080.0,138701,서울 송파구 가락1동  가락농수산물시장 ,1000,서울특별시
2019-03-28,양파,특,597600.0,1080.0,525000,전라남도 함평군,1090,전라남도 함평군
2023-12-23,양파,특,247000.0,130.0,350000,충청남도 홍성군,1033,충청남도 홍성군
2019-07-16,양파,특,37300.0,60.0,138701,서울 송파구 가락1동  가락농수산물시장 ,1000,서울특별시
2018-05-04,양파,특,1494600.0,1770.0,697320,제주 서귀포시 대포동,1144,제주특별자치도 서귀포시
2021-04-08,양파,특,3669300.0,3020.0,550000,전라남도 여수시,1105,전라남도 여수시
2018-05-01,양파,특,162000.0,380.0,580090,전북 정읍시 농소동,1116,전라북도 정읍시
2022-04-26,양파,하,712500.0,1125.0,690710,제주 제주시 삼도1동  농협중앙회제주지역본부 ,1142,제주특별자치도 제주시
2023-04-04,양파,특,2990000.0,1300.0,464000,경기도 광주시,1068,경기도 광주시
2018-04-24,양파,하,171600.0,330.0,695835,제주 북제주군 한림읍 한림2리,1143,제주특별자치도 북제주군
2023-08-18,양파,특,26000.0,40.0,676810,경남 함양군 수동면,1139,경상남도 함양군
2019-08-07,양파,특,24240.0,30.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2025-01-02,양파,상,105800.0,60.0,500010,광주 북구 임동,1083,광주광역시
2019-09-18,양파,특,3684800.0,7840.0,718000,경상북도 칠곡군,1151,경상북도 칠곡군
2020-07-15,양파,특,7020000.0,11700.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-04-11,양파,특,17250000.0,11250.0,550000,전라남도 여수시,1105,전라남도 여수시
2023-12-07,양파,보통,5535000.0,4500.0,676000,경상남도 함양군,1139,경상남도 함양군
2019-09-24,양파,하,70000.0,100.0,526000,전라남도 영암군,1091,전라남도 영암군
2024-07-30,양파,보통,4676000.0,4200.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-01-15,양파,상,738000.0,1800.0,678000,경상남도 합천군,1140,경상남도 합천군
2022-01-12,양파,하,3553000.0,7140.0,535000,전라남도 신안군,1096,전라남도 신안군
2023-06-07,양파,보통,300800.0,320.0,760802,경북 안동시 풍산읍 괴정리,1160,경상북도 안동시
2021-08-21,양파,특,19700.0,15.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2019-01-11,양파,특,183000.0,300.0,730811,경북 구미시 고아읍 관심리,1153,경상북도 구미시
2025-05-19,양파,특,931200.0,1326.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2019-03-12,양파,특,585000.0,1000.0,770000,경상북도 영천시,1166,경상북도 영천시
2022-07-21,양파,특,2995000.0,2250.0,534800,전남 무안군 무안읍,1097,전라남도 무안군
2024-08-05,양파,특,279000.0,360.0,740000,경상북도 김천시,1154,경상북도 김천시
2022-02-25,양파,특,3380000.0,10400.0,903000,대구광역시 ,1146,대구광역시
2022-08-12,양파,보통,142000.0,200.0,716000,경상북도 군위군,1149,경상북도 군위군
2021-04-19,양파,상,182000.0,560.0,641465,경남 창원시 팔용동,1124,경상남도 창원시
2019-05-04,양파,보통,76800.0,96.0,730040,경북 구미시 형곡동,1153,경상북도 구미시
2024-08-10,양파,특,8235000.0,6750.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-07-14,양파,상,1665000.0,3885.0,635800,경남 창녕군 창녕읍,1126,경상남도 창녕군
2024-09-10,양파,특,1997600.0,1716.0,770000,경상북도 영천시,1166,경상북도 영천시
2018-07-05,양파,특,4980000.0,8400.0,676800,경남 함양군 함양읍,1139,경상남도 함양군
2020-04-02,양파,특,5131000.0,5250.0,745852,경북 문경시 영순면 김용리,1156,경상북도 문경시
2023-04-13,양파,특,11340000.0,7897.5,550000,전라남도 여수시,1105,전라남도 여수시
2021-06-03,양파,특,268800.0,420.0,570600,전북 익산시 익산우체국사서함,1111,전라북도 익산시
2019-03-16,양파,보통,81900.0,260.0,769000,경상북도 의성군,1165,경상북도 의성군
2020-05-22,양파,특,15000.0,20.0,645000,경상남도 진해시,1130,경상남도 진해시
2021-10-14,양파,특,936000.0,1200.0,548810,전남 고흥군 점암면,1104,전라남도 고흥군
2020-10-20,양파,특,4000000.0,4000.0,535807,전남 신안군 지도읍 자동리,1096,전라남도 신안군
2024-06-13,양파,하,1008000.0,1600.0,902000,부산광역시 ,1120,부산광역시
2019-06-15,양파,특,51000.0,340.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2020-08-26,양파,특,12660000.0,14625.0,503000,광주광역시 광주 남구,1083,광주광역시
2022-02-07,양파,상,10000.0,20.0,520833,전남 나주시 산포면 산제리,1089,전라남도 나주시
2020-09-05,양파,상,2760000.0,2400.0,770000,경상북도 영천시,1166,경상북도 영천시
2024-06-17,양파,상,1540000.0,1780.0,742000,경상북도 상주시,1155,경상북도 상주시
2020-12-04,양파,특,4488000.0,4000.0,717000,경상북도 고령군,1150,경상북도 고령군
2022-03-26,양파,상,73600.0,320.0,573600,전북 군산시 군산우체국사서함,1112,전라북도 군산시
2021-05-18,양파,상,900000.0,2000.0,641111,경남 창원시 가음동,1124,경상남도 창원시
2021-07-17,양파,특,1200000.0,1600.0,618804,부산 강서구 대저2동3407∼3827,1120,부산광역시
2022-09-23,양파,하,1028600.0,888.0,525000,전라남도 함평군,1090,전라남도 함평군
2021-04-01,양파,특,5831600.0,4530.0,695901,제주 제주시 애월읍 고내리,1142,제주특별자치도 제주시
2018-06-25,양파,상,3668600.0,13981.5,717000,경상북도 고령군,1150,경상북도 고령군
2025-03-15,양파,특,920000.0,400.0,618140,부산 강서구 대저동,1120,부산광역시
2022-04-07,양파,특,623200.0,820.0,676000,경상남도 함양군,1139,경상남도 함양군
2019-03-11,양파,특,3900000.0,6000.0,525000,전라남도 함평군,1090,전라남도 함평군
2022-08-13,양파,특,12000000.0,8000.0,770600,경북 영천시 영천우체국사서함,1166,경상북도 영천시
2023-03-02,양파,특,570900.0,594.0,660003,경남 진주시 금산면  진주우편집중국 ,1133,경상남도 진주시
2023-06-15,양파,특,14038400.0,13120.0,711840,대구 달성군 옥포면,1146,대구광역시
2024-04-23,양파,상,130000.0,100.0,548860,전남 고흥군 대서면,1104,전라남도 고흥군
2020-07-09,양파,특,125000.0,200.0,565900,전북 완주군 봉동읍,1107,전라북도 완주군
2025-05-03,양파,특,5553500.0,7800.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-03-19,양파,상,5017000.0,6920.0,990000,제주도 ,1180,제주도 
2024-08-02,양파,특,144000.0,240.0,565880,전북 완주군 화산면,1107,전라북도 완주군
2023-07-01,양파,특,339600.0,315.0,350000,충청남도 홍성군,1033,충청남도 홍성군
2018-11-12,양파,특,7319200.0,9240.0,769000,경상북도 의성군,1165,경상북도 의성군
2021-04-28,양파,특,7374600.0,9640.0,717000,경상북도 고령군,1150,경상북도 고령군
2022-07-06,양파,특,1747500.0,1125.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-04-25,양파,특,4927500.0,7350.0,695835,제주 북제주군 한림읍 한림2리,1143,제주특별자치도 북제주군
2025-05-03,양파,특,1620000.0,900.0,800000,중국,1170,수입산
2023-02-10,양파,특,4800.0,0.8,500120,광주 북구 각화동,1083,광주광역시
2023-01-27,양파,특,43200000.0,28800.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-05-18,양파,특,5737500.0,5625.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2023-04-14,양파,특,80600.0,156.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2021-04-22,양파,특,5797000.0,10540.0,548870,전남 고흥군 두원면,1104,전라남도 고흥군
2019-07-01,양파,특,10000.0,10.0,138000,서울특별시 송파구,1000,서울특별시
2024-06-13,양파,특,6500.0,15.5,570130,전북 익산시 목천동,1111,전라북도 익산시
2023-03-17,양파,상,203000.0,551.0,660003,경남 진주시 금산면  진주우편집중국 ,1133,경상남도 진주시
2024-12-27,양파,특,1700000.0,1000.0,482000,경기도 양주시,1077,경기도 양주시
2019-09-20,양파,보통,560000.0,1050.0,745852,경북 문경시 영순면 김용리,1156,경상북도 문경시
2022-04-04,양파,특,4624000.0,6720.0,740000,경상북도 김천시,1154,경상북도 김천시
2018-05-10,양파,상,110000.0,200.0,233000,강원도 정선군,1012,강원도 정선군
2019-07-10,양파,하,207200.0,1120.0,770000,경상북도 영천시,1166,경상북도 영천시
2021-05-04,양파,특,430500.0,700.0,627834,경남 밀양시 산내면 송백리,1123,경상남도 밀양시
2023-08-18,양파,특,2940000.0,3000.0,800000,중국,1170,수입산
2024-01-24,양파,특,6000.0,5.0,641111,경남 창원시 가음동,1124,경상남도 창원시
2020-10-21,양파,특,1400000.0,800.0,525800,전남 함평군 함평읍,1090,전라남도 함평군
2020-11-26,양파,특,5582500.0,5500.0,627000,경상남도 밀양시,1123,경상남도 밀양시
2024-05-08,양파,상,382800.0,580.0,760811,경북 안동시 풍천면 가곡리,1160,경상북도 안동시
2019-02-18,양파,특,3218200.0,5928.0,534000,전라남도 무안군,1097,전라남도 무안군
2024-04-30,양파,상,6588500.0,5733.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2018-04-18,양파,보통,50400.0,140.0,525830,전남 함평군 대동면,1090,전라남도 함평군
2022-11-16,양파,특,2958000.0,1800.0,769800,경북 의성군 의성읍,1165,경상북도 의성군
2019-12-18,양파,특,315000.0,504.0,525000,전라남도 함평군,1090,전라남도 함평군
2019-04-08,양파,특,1080000.0,1000.0,579000,전라북도 부안군,1114,전라북도 부안군
2024-02-21,양파,특,1477500.0,1125.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-07-17,양파,보통,90000.0,45.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2022-10-15,양파,특,18000.0,30.0,565860,전북 완주군 고산면,1107,전라북도 완주군
2024-03-19,양파,특,4620000.0,3360.0,699805,제주 남제주군 남원읍 태흥3리,1145,제주특별자치도 남제주군
2023-01-31,양파,보통,10400000.0,7800.0,678000,경상남도 합천군,1140,경상남도 합천군
2019-04-20,양파,보통,117100.0,316.0,540850,전남 순천시 해룡면,1100,전라남도 순천시
2024-11-12,양파,특,12496000.0,9600.0,343000,충청남도 당진시,1031,충청남도 당진시
2020-02-05,양파,특,13200000.0,15750.0,515000,전라남도 장성군,1085,전라남도 장성군
2018-03-01,양파,특,6944000.0,6720.0,403600,인천 부평구 북인천우체국사서함,1049,인천광역시
2018-07-24,양파,상,966000.0,2760.0,636804,경남 의령군 의령읍 무전리,1127,경상남도 의령군
2022-07-27,양파,특,1918800.0,1968.0,579000,전라북도 부안군,1114,전라북도 부안군
2018-09-11,양파,특,3514000.0,4200.0,770000,경상북도 영천시,1166,경상북도 영천시
2021-05-29,양파,상,378000.0,540.0,534804,전남 무안군 무안읍 성동리,1097,전라남도 무안군
2021-03-05,양파,특,8129800.0,6080.0,717000,경상북도 고령군,1150,경상북도 고령군
2023-11-29,양파,특,210000.0,132.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2024-03-08,양파,특,3032000.0,2840.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2022-12-19,양파,특,2682000.0,1800.0,770040,경북 영천시 과전동,1166,경상북도 영천시
2024-10-18,양파,하,1013900.0,1908.0,525000,전라남도 함평군,1090,전라남도 함평군
2020-08-21,양파,특,1963500.0,2380.0,637923,경남 함안군 칠원면 예곡리,1128,경상남도 함안군
2023-01-12,양파,특,22400000.0,24000.0,902000,부산광역시 ,1120,부산광역시
2018-08-29,양파,특,1120000.0,1200.0,800000,중국,1170,수입산
2023-05-13,양파,상,9742000.0,10380.0,536000,전라남도 해남군,1098,전라남도 해남군
2022-05-24,양파,보통,510100.0,1940.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-05-13,양파,보통,208000.0,253.5,525000,전라남도 함평군,1090,전라남도 함평군
2024-05-14,양파,상,1175000.0,750.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2023-09-08,양파,특,11160500.0,12240.0,534000,전라남도 무안군,1097,전라남도 무안군
2022-06-17,양파,특,36000.0,40.0,516832,전남 곡성군 죽곡면 동계리,1086,전라남도 곡성군
2019-07-26,양파,보통,160000.0,800.0,745000,경상북도 문경시,1156,경상북도 문경시
2020-09-02,양파,특,2015000.0,1950.0,456000,경기도 안성시,1067,경기도 안성시
2024-05-17,양파,특,35259.0,15.0,138701,서울 송파구 가락1동  가락농수산물시장 ,1000,서울특별시
2019-01-26,양파,하,766000.0,4044.0,525000,전라남도 함평군,1090,전라남도 함평군
2018-08-17,양파,특,54000.0,120.0,590860,전북 남원시 아영면,1117,전라북도 남원시
2019-01-18,양파,특,966000.0,1680.0,740000,경상북도 김천시,1154,경상북도 김천시
2018-12-25,양파,특,312000.0,1040.0,585000,전라북도 고창군,1115,전라북도 고창군
2021-06-29,양파,특,10832100.0,24648.0,534000,전라남도 무안군,1097,전라남도 무안군
2024-03-19,양파,보통,1590000.0,1125.0,565000,전라북도 완주군,1107,전라북도 완주군
2019-03-28,양파,특,2295000.0,3620.0,561302,전북 전주시 덕진구 송천동2가,1106,전라북도 전주시
2019-01-04,양파,특,6900000.0,15000.0,471000,경기도 구리시,1072,경기도 구리시
2018-08-31,양파,상,561000.0,1020.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2020-07-23,양파,특,744000.0,1240.0,570600,전북 익산시 익산우체국사서함,1111,전라북도 익산시
2018-05-30,양파,특,1518500.0,4060.0,520833,전남 나주시 산포면 산제리,1089,전라남도 나주시
2021-04-08,양파,상,1582000.0,1440.0,690811,제주 제주시 삼도1동498∼502,1142,제주특별자치도 제주시
2020-10-07,양파,특,2750000.0,2250.0,482840,경기 양주시 광적면,1077,경기도 양주시
2023-03-23,양파,특,4386000.0,4080.0,770000,경상북도 영천시,1166,경상북도 영천시
2020-04-22,양파,특,16000000.0,16000.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2024-10-19,양파,특,32317500.0,27000.0,534000,전라남도 무안군,1097,전라남도 무안군
2024-09-23,양파,상,1500000.0,2000.0,903000,대구광역시 ,1146,대구광역시
2023-04-27,양파,하,5947500.0,7875.0,525000,전라남도 함평군,1090,전라남도 함평군
2018-09-27,양파,특,9761000.0,12555.0,526800,전남 영암군 영암읍,1091,전라남도 영암군
2024-02-19,양파,하,935000.0,1020.0,525000,전라남도 함평군,1090,전라남도 함평군
2019-06-26,양파,상,324500.0,1300.0,306010,대전 대덕구 오정동,1019,대전광역시
2021-09-10,양파,특,1011100.0,1344.0,534000,전라남도 무안군,1097,전라남도 무안군
