OrderID,Time_Order_Placed,Time_Order_Delivered,Distance_km,Delivery_Time_Minutes,Avg_Speed_kmh,Region1,Region2,Weekday,Hour,Day,PaymentMethod,CourierType,Num_Items,Tip_Amount,Traffic_Level
OD4956866410,08:58:26,09:16:32.054259,3.14,18.1009,15.8148,경기도,평택시,1,8,4,AppPay,Bike,2,1.23,4
OD0065229121,15:25:55,15:41:24.410844,3.057,15.4902,11.8423,경기도,수원시 장안구,1,15,18,Card,Bike,4,2.75,5
OD0444468184,07:48:11,08:09:53.879187,4.125,21.7147,22.8374,인천광역시,서구,0,7,3,AppPay,Bike,4,1.25,3
OD4825995459,06:35:40,06:42:21.138734,0.5,6.6856,35.462,경기도,시흥시,5,6,22,Cash,Scooter,4,0.64,2
OD7637520284,21:44:54,22:06:43.207327,6.862,21.8201,25.4156,서울특별시,구로구,6,21,16,Cash,Scooter,1,0.0,2
OD4615642138,13:24:23,13:56:51.840585,4.625,32.4807,12.6094,서울특별시,강서구,3,13,13,Card,Car,2,0.22,4
OD5609966215,18:05:32,18:18:26.091772,2.351,12.9015,30.8076,서울특별시,노원구,3,18,27,Cash,Car,2,1.69,2
OD7793710216,09:42:47,09:59:54.005924,1.89,17.1168,8.0,경기도,성남시 중원구,1,9,1,AppPay,Bike,2,0.0,5
OD5351457300,16:36:53,16:53:30.306652,1.535,16.6218,32.9643,경기도,안산시 단원구,5,16,22,Card,Car,2,1.24,2
OD0198629265,15:18:45,15:40:23.402382,6.075,21.64,31.0546,경기도,부천시,1,15,4,AppPay,Scooter,1,0.02,3
OD0280562245,10:02:48,10:18:11.229031,2.438,15.3872,17.2569,경기도,안산시 단원구,3,10,6,Card,Scooter,4,0.3,2
OD9503687194,18:35:27,19:02:09.579937,5.812,26.7097,23.2453,인천광역시,계양구,5,18,15,Card,Car,1,0.74,4
OD1918401529,11:57:27,12:12:17.410419,4.523,14.8402,38.031,경기도,안산시 상록구,0,11,17,AppPay,Scooter,3,1.32,1
OD7602204309,13:02:17,13:13:31.892152,2.935,11.2482,24.0897,경기도,용인시 기흥구,4,13,21,Cash,Bike,3,0.69,3
OD6755685892,19:01:49,19:18:45.045373,5.714,16.9341,30.7704,경기도,안산시 상록구,2,19,19,Card,Scooter,3,0.54,3
OD8548102723,22:53:25,23:09:14.571201,2.324,15.8262,29.7141,서울특별시,은평구,3,22,27,Cash,Scooter,4,1.57,3
OD4264250680,03:46:37,04:15:07.760938,5.543,28.5127,16.5135,경기도,성남시 분당구,5,3,8,AppPay,Bike,3,0.03,4
OD2915700780,03:11:54,03:17:34.816903,1.839,5.6803,31.9965,서울특별시,중구,0,3,24,Cash,Scooter,5,3.08,3
OD8156188049,00:24:56,00:37:35.439803,2.68,12.6573,13.1753,서울특별시,종로구,0,0,24,AppPay,Bike,1,0.89,3
OD2211388700,07:05:57,07:14:57.003372,0.981,9.0001,19.7269,경기도,수원시 영통구,2,7,5,AppPay,Bike,2,,5
OD4653141146,05:07:16,05:20:02.280674,3.87,12.7713,26.6752,경기도,용인시 수지구,6,5,16,Card,Car,4,1.61,3
OD4938653045,04:17:55,04:29:48.415531,1.382,11.8903,11.2353,서울특별시,중구,6,4,2,Card,Bike,2,2.39,4
OD8579826564,12:27:45,12:41:08.302238,1.339,13.3884,37.4587,서울특별시,마포구,1,12,1,AppPay,Scooter,2,0.08,2
OD7321668882,00:17:20,00:30:39.409417,1.202,13.3235,18.5613,서울특별시,강남구,3,0,13,Card,Bike,2,1.25,3
OD1553843045,20:17:58,20:33:23.460934,5.299,15.4243,29.3989,경기도,광명시,1,20,11,Cash,Bike,2,0.46,1
OD2562473353,03:33:40,04:01:36.636407,2.638,27.9439,13.1241,경기도,용인시 기흥구,6,3,2,Card,Bike,1,0.35,5
OD1350729808,18:37:07,18:47:47.667006,0.708,10.6778,14.3889,서울특별시,서초구,0,18,24,Card,Bike,2,0.94,4
OD1166325136,08:43:05,09:04:45.168764,4.293,21.6695,16.2646,경기도,고양시 덕양구,5,8,1,Card,Bike,4,0.55,4
OD5652733080,03:50:57,04:01:08.937633,2.697,10.199,16.0202,경기도,고양시 덕양구,2,3,12,Cash,Car,3,0.33,5
OD8601721527,09:22:26,09:36:27.125383,5.257,14.0188,31.3518,경기도,안산시 단원구,6,9,23,AppPay,Scooter,4,1.16,2
OD9297240901,01:32:53,01:45:34.338629,0.5,12.689,17.0509,경기도,광명시,2,1,2,Cash,Bike,3,0.05,4
OD1200654269,03:33:47,03:53:36.162058,5.498,19.8194,16.6453,서울특별시,용산구,6,3,2,Card,Bike,3,2.1,3
OD0873909962,19:23:56,19:33:55.244240,3.701,9.9874,22.233,서울특별시,종로구,5,19,8,AppPay,Scooter,1,2.95,4
OD8020885385,16:03:23,16:31:18.633163,5.534,27.9272,29.9366,경기도,김포시,6,16,9,Card,Scooter,1,0.0,3
OD0656727176,19:28:41,19:55:46.543399,5.059,27.0924,18.9315,서울특별시,송파구,4,19,21,AppPay,Car,3,0.92,4
OD2326928630,12:22:02,12:40:23.775161,4.586,18.3629,17.0063,경기도,시흥시,0,12,10,Cash,Bike,3,1.03,3
OD7136088223,20:33:13,20:44:15.337166,3.307,11.039,33.3869,경기도,안산시 단원구,6,20,23,AppPay,Scooter,3,1.56,1
OD8368119468,03:11:37,03:31:27.691843,3.966,19.8449,17.4872,경기도,수원시 영통구,5,3,29,AppPay,Bike,2,0.23,2
OD1302161189,20:04:33,20:16:42.005184,2.791,12.1501,26.8874,경기도,광명시,3,20,13,Card,Scooter,3,1.8,3
OD7935847883,10:32:43,10:48:55.236164,1.76,16.2039,22.8043,서울특별시,마포구,0,10,31,Card,Bike,3,0.0,2
OD5095235194,00:41:08,01:22:24.857542,5.602,41.281,10.3002,경기도,수원시 영통구,0,0,17,Card,Bike,5,0.43,5
OD1536675771,23:50:38,00:10:32.798933,3.3,19.9133,27.201,경기도,수원시 장안구,3,23,6,Cash,Car,4,0.11,1
OD6863172887,03:59:34,04:24:38.786313,4.75,25.0798,18.4087,인천광역시,서구,0,3,17,Card,Scooter,1,0.25,4
OD2263268727,04:15:30,04:43:21.251509,4.781,27.8542,14.3996,경기도,안산시 상록구,3,4,6,Cash,Bike,3,3.81,3
OD4314231445,22:26:22,22:46:49.529697,5.914,20.4588,36.0201,경기도,광명시,1,22,11,Cash,Scooter,3,3.38,1
OD8968410656,02:47:36,02:55:30.895140,3.259,7.9149,24.7034,서울특별시,마포구,0,2,3,Cash,Car,3,0.28,3
OD8842561985,02:52:16,03:04:31.755093,2.316,12.2626,13.5586,서울특별시,동작구,6,2,2,Card,Bike,4,1.55,3
OD3196138317,22:19:04,22:28:21.576897,0.615,9.2929,22.3023,경기도,안산시 단원구,1,22,25,Cash,Bike,4,1.21,3
OD0545688189,01:39:03,02:04:15.629591,5.82,25.2105,24.7578,경기도,고양시 덕양구,5,1,15,Cash,Car,2,3.34,3
OD2160356323,05:47:35,06:12:18.296964,4.409,24.7216,22.55,서울특별시,중구,6,5,23,Cash,Car,3,2.24,3
OD7236277833,01:52:41,02:15:47.301183,5.15,23.105,22.1823,인천광역시,서구,4,1,28,Card,Scooter,6,0.0,3
OD3714184542,16:58:44,17:14:18.756991,4.926,15.5793,25.1766,경기도,김포시,1,16,25,Card,Bike,1,2.14,1
OD2078855853,23:38:04,23:57:57.371658,3.251,19.8895,24.9691,경기도,부천시,4,23,14,AppPay,Bike,2,1.05,2
OD2521076857,12:08:01,12:15:17.477960,2.566,7.2746,21.1661,-,-,6,12,16,Cash,Car,4,3.94,3
OD9220261425,03:38:32,03:59:50.513433,3.487,21.3086,17.7417,인천광역시,미추홀구,4,3,28,AppPay,Bike,4,3.87,4
OD7456506954,03:17:43,03:24:09.971602,0.843,6.4495,14.9597,경기도,성남시 분당구,6,3,9,Card,Bike,2,0.04,5
OD6311855344,00:18:48,00:39:06.749973,5.229,20.3125,22.155,경기도,부천시,5,0,8,Cash,Bike,4,1.58,4
OD6851149598,11:17:49,11:46:22.084758,5.965,28.5514,28.4619,서울특별시,구로구,3,11,27,AppPay,Car,4,0.0,3
OD8916361415,14:02:36,14:24:20.272383,4.56,21.7379,26.7428,경기도,광명시,0,14,17,Cash,Bike,3,0.19,3
OD9755581690,15:53:13,16:04:18.892427,1.505,11.0982,33.8511,경기도,시흥시,2,15,5,Card,Scooter,4,0.78,3
OD7061097328,07:04:28,07:25:56.136235,4.502,21.4689,26.9626,경기도,시흥시,0,7,3,Card,Scooter,3,3.72,2
OD3589486343,03:23:22,03:41:45.013825,2.541,18.3836,17.6022,서울특별시,마포구,0,3,17,Cash,Bike,2,4.0,4
OD4939225128,11:35:19,11:50:43.144762,4.526,15.4024,23.5795,서울특별시,성동구,6,11,30,Cash,Bike,1,0.65,2
OD8534813572,09:36:04,10:01:24.833364,3.286,25.3472,15.8927,인천광역시,연수구,6,9,9,Card,Bike,3,1.23,3
OD1004173716,15:16:05,15:31:45.034486,0.5,15.6672,19.397,서울특별시,성동구,4,15,28,Card,Bike,5,0.42,2
OD2875803775,06:27:17,06:52:43.300532,5.873,25.4383,22.4842,경기도,용인시 기흥구,1,6,11,Cash,Bike,3,1.07,2
OD6729777941,18:18:33,18:33:53.878655,1.006,15.348,23.3983,서울특별시,서초구,2,18,19,Cash,Scooter,2,0.48,2
OD5526720752,18:35:48,19:02:24.563916,5.126,26.6094,20.9632,서울특별시,구로구,1,18,4,Card,Car,1,0.07,2
OD1862623498,20:04:20,20:19:13.031900,2.908,14.8839,32.2851,서울특별시,관악구,3,20,27,Card,Scooter,3,1.14,3
OD2082239441,19:17:19,19:39:41.743235,5.34,22.3791,24.5689,경기도,용인시 기흥구,0,19,17,Cash,Scooter,4,1.8,5
OD9393854932,16:29:39,17:06:34.212170,5.948,36.9202,12.7005,경기도,김포시,5,16,15,Card,Bike,2,0.21,3
OD7446540616,00:44:49,01:23:34.650060,5.697,38.7608,13.8329,서울특별시,마포구,0,0,17,AppPay,Bike,5,1.26,3
OD3026521095,02:48:41,03:13:08.658293,6.154,24.461,26.8497,서울특별시,구로구,0,2,17,AppPay,Scooter,3,0.38,3
OD4132716223,21:38:35,21:52:03.953830,3.612,13.4826,17.3149,서울특별시,마포구,3,21,27,Cash,Bike,3,6.85,2
OD2098076541,07:57:48,08:04:27.289109,2.423,6.6548,21.8434,서울특별시,영등포구,2,7,26,AppPay,Bike,2,0.15,4
OD3251795074,20:11:54,20:24:09.305978,4.205,12.2551,29.5457,서울특별시,송파구,1,20,18,AppPay,Scooter,1,0.17,3
OD7805594810,18:30:54,18:40:53.737418,1.519,9.9956,19.4021,경기도,고양시 덕양구,6,18,16,Cash,Bike,6,0.79,3
OD0738919509,11:22:27,11:29:27.669494,2.638,7.0112,33.7909,서울특별시,구로구,5,11,15,AppPay,Scooter,3,0.22,2
OD5450289620,13:18:38,13:51:13.224483,5.119,32.5871,14.4885,경기도,안산시 단원구,5,13,1,Cash,Bike,2,1.11,2
OD7128736905,13:47:30,14:21:47.166582,2.846,34.2861,8.0,서울특별시,성북구,1,13,25,Cash,Bike,3,0.58,4
OD8453242272,21:00:26,21:20:08.440999,2.555,19.7073,25.7697,서울특별시,종로구,2,21,19,Cash,Scooter,2,0.96,2
OD9058564365,16:55:44,17:13:28.144749,2.679,17.7357,15.5611,서울특별시,영등포구,5,16,1,AppPay,Bike,4,2.28,3
OD8607861572,20:55:39,21:04:28.345665,3.82,8.8224,25.9804,경기도,부천시,6,20,30,Card,Scooter,5,0.86,2
OD7848695778,23:41:39,23:56:17.099792,0.648,14.635,14.0974,경기도,안산시 상록구,0,23,17,Card,Bike,5,0.0,5
OD2977040081,13:13:24,13:34:36.055542,4.298,21.2009,26.4909,인천광역시,남동구,0,13,3,AppPay,Car,1,1.63,4
OD4346838892,20:46:52,21:05:08.288884,4.296,18.2715,26.6271,인천광역시,계양구,4,20,28,Card,Bike,5,0.15,1
OD1255960079,17:13:22,17:20:37.191562,3.647,7.2532,35.0281,서울특별시,노원구,3,17,20,Card,Scooter,4,0.72,2
OD4342122650,00:28:58,00:48:59.943047,4.922,20.0324,20.0209,서울특별시,관악구,2,0,2,AppPay,Bike,5,0.64,3
OD2977249881,09:48:04,10:07:19.636384,3.072,19.2606,12.7083,서울특별시,중구,1,9,11,Card,Bike,2,0.0,4
OD7463682177,17:48:14,18:02:10.855312,2.182,13.9476,27.3524,경기도,시흥시,5,17,15,Cash,Scooter,2,0.66,4
OD9070854115,14:42:04,15:04:04.890140,4.88,22.0148,23.8783,경기도,안산시 상록구,3,14,13,Cash,Scooter,3,0.31,3
OD1904138534,05:15:52,05:37:18.391228,4.576,21.4399,22.7141,서울특별시,구로구,0,5,3,Card,Car,3,0.33,4
OD0564119118,01:23:44,01:47:30.463614,6.022,23.7744,15.6807,경기도,김포시,1,1,4,Cash,Bike,1,1.2,4
OD4967860549,01:18:09,01:34:47.409607,1.692,16.6402,22.7889,서울특별시,영등포구,4,1,14,Card,Scooter,3,3.28,5
OD1060012485,15:02:11,15:26:32.610964,7.009,24.3602,25.1672,서울특별시,은평구,2,15,5,Cash,Bike,3,0.07,3
OD7816450392,06:30:16,07:01:13.376315,6.007,30.9563,16.3,경기도,평택시,4,6,21,Card,Bike,3,0.5,4
OD8712911272,21:51:58,22:14:49.872224,4.72,22.8645,19.49,서울특별시,성북구,4,21,7,AppPay,Car,2,1.21,5
OD1178648109,11:55:37,12:11:37.837673,2.639,16.014,24.1497,경기도,용인시 기흥구,6,11,30,AppPay,Scooter,3,0.68,4
OD4110171324,10:47:35,11:09:56.130659,5.939,22.3522,28.2067,경기도,수원시 장안구,5,10,29,Card,Scooter,2,1.71,3
OD0658356302,11:48:16,12:16:00.174406,6.902,27.7362,19.6065,서울특별시,성북구,3,11,20,Card,Bike,3,0.44,4
OD9891039452,19:17:41,19:38:01.849979,2.577,20.3475,17.9711,서울특별시,관악구,2,19,19,Card,Bike,3,2.61,2
OD6298620800,16:54:58,17:03:46.483182,1.743,8.8081,18.6441,서울특별시,성북구,1,16,11,Card,Bike,4,1.54,3
OD6303948368,05:05:07,05:23:07.319895,3.818,18.0053,21.2434,서울특별시,노원구,2,5,12,Cash,Bike,4,0.24,4
OD9501431537,16:58:41,17:40:41.083751,7.643,42.0014,12.9979,서울특별시,강서구,1,16,25,Card,Bike,6,0.59,3
OD4202563931,10:29:39,10:48:05.279311,3.32,18.438,39.0452,경기도,광명시,6,10,16,Cash,Scooter,2,1.34,1
OD7281604192,22:53:18,23:10:15.464436,2.025,16.9577,20.9775,경기도,시흥시,6,22,2,Card,Car,4,0.86,4
OD2173926295,11:20:56,11:42:45.829488,4.178,21.8305,22.5308,서울특별시,성북구,3,11,20,AppPay,Car,5,0.0,4
OD5861904314,17:54:52,18:14:19.181652,3.646,19.453,24.9957,경기도,안산시 상록구,3,17,13,Cash,Scooter,5,0.53,4
OD3564416248,04:54:18,05:17:55.461768,3.607,23.6244,28.064,경기도,고양시 덕양구,0,4,31,Card,Car,3,1.89,3
OD3310230827,02:57:05,03:10:41.825981,2.1,13.6138,25.0039,서울특별시,동작구,2,2,19,Cash,Car,3,1.96,3
OD9364081231,09:12:50,09:43:45.065777,3.434,30.9178,19.947,서울특별시,강남구,0,9,24,AppPay,Bike,3,0.87,2
OD5228686117,16:59:40,17:20:54.996110,4.92,21.2499,27.2854,서울특별시,노원구,2,16,5,AppPay,Car,1,1.49,3
OD5622143573,03:14:14,03:31:33.668064,1.191,17.3278,24.4001,서울특별시,동작구,2,3,12,Cash,Bike,4,2.53,3
OD0772280727,01:47:28,01:55:58.012860,1.514,8.5002,33.4146,인천광역시,계양구,4,1,7,AppPay,Scooter,3,0.0,2
OD8454830567,11:02:28,11:11:39.039072,1.523,9.184,18.0133,서울특별시,강서구,3,11,20,AppPay,Car,3,1.41,5
OD3743924981,21:18:17,21:36:41.163859,6.605,18.4027,30.1549,-,-,4,21,21,AppPay,Scooter,1,1.69,3
OD8198204546,03:01:50,03:30:19.073889,8.485,28.4846,35.6741,서울특별시,용산구,5,3,22,AppPay,Scooter,4,2.28,3
OD5402930448,04:06:09,04:28:21.439627,4.679,22.2073,13.2535,서울특별시,은평구,1,4,11,AppPay,Bike,2,0.2,4
OD1918577543,11:25:00,11:40:01.952348,1.752,15.0325,30.6931,서울특별시,노원구,6,11,9,AppPay,Scooter,1,0.07,3
OD5308166747,16:08:38,16:36:10.394116,7.072,27.5399,28.5563,경기도,용인시 수지구,6,16,30,Cash,Scooter,2,1.77,4
OD9718967472,10:21:02,10:28:58.368867,1.094,7.9395,27.5273,경기도,고양시 덕양구,6,10,23,Cash,Scooter,2,1.16,2
OD6092652729,15:11:47,15:40:42.100089,4.295,28.9183,25.1653,경기도,성남시 중원구,1,15,25,Cash,Scooter,2,4.25,4
OD1812144157,03:29:04,03:44:04.832076,0.652,15.0139,12.8734,경기도,용인시 기흥구,4,3,21,Card,Bike,4,2.26,4
OD0166571218,15:11:48,15:17:55.480833,2.465,6.1247,30.4798,경기도,수원시 영통구,0,15,31,AppPay,Scooter,2,0.34,3
OD5284433162,03:54:55,04:22:10.151925,5.554,27.2525,16.503,경기도,용인시 수지구,3,3,20,AppPay,Bike,3,1.39,1
OD9644104160,06:26:04,06:38:55.876787,3.126,12.8646,25.8066,인천광역시,부평구,1,6,1,AppPay,Car,2,0.0,1
OD3257852485,18:23:29,18:42:32.395413,3.289,19.0566,23.3342,경기도,성남시 중원구,5,18,8,Cash,Scooter,3,2.81,3
OD2322622426,08:45:29,08:59:29.484815,1.528,14.0081,13.5132,서울특별시,영등포구,0,8,24,Cash,Bike,4,1.98,4
OD2966802166,19:57:06,20:15:56.953764,5.7,18.8492,27.3144,경기도,시흥시,1,19,4,Card,Scooter,2,0.14,3
OD4856849315,09:50:30,10:06:03.406506,4.64,15.5568,19.2335,서울특별시,종로구,2,9,12,Card,Bike,3,0.03,4
OD8671354846,14:15:16,14:23:40.365982,2.565,8.4061,37.0697,인천광역시,부평구,1,14,25,AppPay,Scooter,2,0.04,1
OD6417211255,20:53:49,21:13:16.591770,2.582,19.4599,11.7446,서울특별시,용산구,5,20,22,Card,Bike,5,0.03,3
OD2211496605,08:51:12,09:14:28.646801,5.002,23.2774,34.2015,인천광역시,계양구,5,8,22,AppPay,Scooter,4,2.0,2
OD6441997568,16:46:36,17:00:23.664048,2.902,13.7944,25.0311,서울특별시,노원구,0,16,10,Cash,Scooter,4,1.8,3
OD7901129113,10:33:31,10:40:36.883871,4.442,7.0981,37.5461,서울특별시,영등포구,6,10,2,Cash,Scooter,5,1.12,1
OD2738467708,04:02:42,04:35:34.212185,4.291,32.8702,15.3826,경기도,평택시,0,4,17,Card,Bike,2,2.33,2
OD1630826104,05:23:30,05:38:34.087868,6.162,15.0681,27.6754,경기도,용인시 수지구,5,5,1,Card,Scooter,2,1.14,2
OD8029037434,19:45:40,20:00:15.214404,4.512,14.5869,28.6704,서울특별시,노원구,1,19,4,AppPay,Scooter,5,0.06,2
OD5444535155,09:26:32,09:41:51.844473,4.271,15.3307,30.4541,경기도,용인시 수지구,4,9,7,Card,Scooter,1,0.4,2
OD2082802797,00:00:08,00:20:08.877568,3.826,20.0146,34.6617,서울특별시,종로구,5,0,15,Cash,Scooter,3,1.0,2
OD5470423299,18:54:57,19:03:33.004411,3.946,8.6001,29.47,서울특별시,성북구,3,18,13,AppPay,Car,3,1.27,1
OD8167333318,22:18:11,22:47:48.324381,6.358,29.6221,28.9737,서울특별시,서초구,3,22,6,Card,Scooter,4,0.28,3
OD2281140631,00:06:01,00:23:37.412739,3.962,17.6069,30.6544,서울특별시,관악구,2,0,26,AppPay,Car,4,0.32,2
OD4687776337,04:17:10,04:34:35.744923,3.042,17.4291,34.7281,서울특별시,서초구,4,4,28,AppPay,Scooter,2,0.0,2
OD5808535074,15:42:07,16:04:37.286854,3.238,22.5048,19.6317,인천광역시,부평구,2,15,12,AppPay,Scooter,3,3.55,5
OD8787572038,02:58:48,03:20:37.335123,2.552,21.8223,19.347,서울특별시,구로구,5,2,29,AppPay,Bike,4,1.04,2
OD2917129832,13:52:20,14:09:09.950999,2.444,16.8325,18.4961,서울특별시,성동구,5,13,8,AppPay,Bike,3,2.33,3
OD5308587094,11:06:37,11:26:34.096312,5.352,19.9516,30.8398,서울특별시,종로구,2,11,19,Card,Scooter,4,1.0,3
OD0088308916,09:54:25,10:12:27.202119,2.904,18.0367,33.8347,인천광역시,서구,3,9,6,AppPay,Scooter,4,5.75,2
OD7941512352,17:47:31,18:01:35.678217,2.153,14.078,36.2034,서울특별시,은평구,6,17,23,Cash,Scooter,3,1.27,1
OD4919620447,22:11:20,22:36:14.041883,4.107,24.9007,19.8186,서울특별시,은평구,0,22,3,AppPay,Bike,2,0.77,3
OD2613073740,18:31:45,19:14:12.668241,3.95,42.4611,8.0,서울특별시,종로구,5,18,8,Cash,Bike,2,0.6,4
OD3507649257,10:30:50,10:57:08.439918,3.099,26.3073,19.2649,서울특별시,종로구,1,10,1,Cash,Bike,3,0.26,3
OD8580672045,10:09:48,10:31:11.896275,3.748,21.3983,33.9088,인천광역시,서구,4,10,7,Card,Scooter,3,0.0,1
OD2585730418,05:18:22,05:40:42.164136,3.059,22.3361,20.3973,경기도,평택시,3,5,27,AppPay,Bike,3,0.01,2
OD9954757206,08:15:37,08:37:54.256788,2.874,22.2876,32.0805,경기도,안산시 단원구,2,8,12,Cash,Scooter,4,0.7,2
OD7219506983,11:12:17,11:32:13.906576,6.655,19.9484,30.063,서울특별시,중구,5,11,22,AppPay,Scooter,4,1.86,3
OD2256930141,13:52:22,14:08:58.831464,4.09,16.6139,36.1048,경기도,부천시,3,13,27,Cash,Scooter,3,0.23,1
OD4558694812,12:55:23,13:12:29.496421,6.71,17.1083,26.7891,서울특별시,용산구,3,12,13,Cash,Bike,1,0.0,2
OD6059243290,22:49:25,23:01:23.091793,0.85,11.9682,14.9608,서울특별시,동작구,5,22,29,AppPay,Bike,2,0.0,3
OD0592220370,16:49:18,17:12:24.681993,4.458,23.1114,32.7628,경기도,수원시 장안구,1,16,4,AppPay,Scooter,3,0.02,3
OD3136484396,07:31:43,08:37:26.517902,6.732,65.7253,8.114,-,-,2,7,12,Cash,Bike,2,1.55,5
OD8558455614,10:49:53,11:07:23.547483,1.228,17.5091,23.9552,경기도,성남시 중원구,4,10,21,Card,Bike,4,0.0,2
OD1785767775,23:28:00,23:45:45.277101,3.264,17.7546,18.7797,경기도,광명시,4,23,28,Cash,Bike,2,0.41,3
OD2416639185,04:13:42,04:38:36.528108,5.246,24.9088,15.8678,경기도,안산시 상록구,2,4,5,AppPay,Car,4,0.4,4
OD7316474445,18:19:36,18:36:51.652961,4.757,17.2609,31.3237,서울특별시,구로구,0,18,3,Cash,Scooter,4,1.01,3
OD9215472661,13:02:46,13:15:12.088484,2.738,12.4348,20.1993,경기도,안산시 단원구,4,13,7,Cash,Bike,2,0.0,4
OD3060094113,20:25:45,20:53:44.854788,4.756,27.9976,17.2886,서울특별시,동작구,4,20,7,AppPay,Bike,2,0.44,3
OD2729955700,13:17:38,13:24:29.532225,1.822,6.8589,19.1284,경기도,시흥시,0,13,31,Card,Car,4,1.57,5
OD3866921666,20:37:16,21:00:16.465553,2.506,23.0078,18.1822,경기도,김포시,3,20,20,Cash,Bike,2,,2
OD7158765882,10:30:06,10:49:20.215146,3.755,19.2369,21.2707,경기도,안산시 상록구,5,10,1,AppPay,Scooter,3,1.31,4
OD9846785813,12:00:39,12:22:30.626326,5.198,21.8604,26.4618,경기도,시흥시,2,12,5,Cash,Bike,3,2.72,1
OD7196633545,11:28:40,11:39:47.347244,2.868,11.1225,33.2051,서울특별시,마포구,1,11,1,Cash,Scooter,2,1.1,3
OD0479956701,11:29:17,11:31:27.482124,0.985,2.1747,27.1746,인천광역시,부평구,5,11,22,Card,Scooter,2,1.02,3
OD2927122875,01:19:45,01:38:50.612796,5.134,19.0935,23.0422,경기도,안산시 단원구,0,1,24,Card,Bike,3,0.06,3
OD5048262189,09:43:38,10:16:12.016898,5.974,32.5669,13.3626,서울특별시,구로구,4,9,21,Card,Bike,3,1.44,5
OD5154809353,15:36:01,15:55:47.876962,5.332,19.7813,33.0837,경기도,수원시 영통구,4,15,7,Card,Scooter,3,0.0,3
OD0777615617,09:07:22,09:42:47.208202,5.971,35.4201,156.4934,경기도,김포시,6,9,23,Card,Bike,3,0.81,3
OD9720273748,22:28:22,22:41:04.229550,2.022,12.7038,20.1603,경기도,부천시,1,22,11,AppPay,Bike,4,2.38,3
OD7916519518,11:47:38,12:02:54.871197,2.825,15.2812,21.5032,경기도,성남시 중원구,3,11,27,Cash,Scooter,3,1.76,3
OD0196350626,10:20:59,10:40:44.943697,4.462,19.7657,19.1462,경기도,김포시,5,10,22,AppPay,Scooter,2,0.72,3
OD9016360505,13:56:51,14:19:25.514037,1.89,22.5752,25.8339,서울특별시,서초구,5,13,15,Card,Scooter,4,4.56,4
OD8181314032,12:23:33,12:42:17.233551,3.881,18.7372,26.7575,서울특별시,종로구,5,12,8,Cash,Scooter,3,0.88,4
OD3318898753,20:33:47,20:58:24.141314,6.156,24.619,19.2133,인천광역시,계양구,2,20,5,AppPay,Bike,2,0.17,3
OD3225055414,08:52:43,09:12:46.968054,3.76,20.0661,25.1149,서울특별시,관악구,3,8,27,AppPay,Bike,4,1.3,4
OD2646266929,02:27:04,02:49:24.935994,3.178,22.3489,19.4561,경기도,안산시 상록구,2,2,19,AppPay,Bike,2,3.58,3
OD8169651340,06:27:16,06:40:34.986777,2.739,13.3164,15.1813,경기도,김포시,3,6,6,Card,Bike,4,2.68,5
OD7608404463,14:08:51,14:18:27.945054,1.906,9.6158,17.8875,서울특별시,동작구,1,14,11,AppPay,Bike,4,1.37,4
OD1933782701,03:29:13,03:49:43.478287,4.305,20.508,17.5094,서울특별시,관악구,1,3,25,Cash,Bike,4,0.93,3
OD1770619464,10:33:51,10:59:15.174198,4.572,25.4029,25.5503,서울특별시,서초구,1,10,4,Cash,Scooter,2,1.65,3
OD0861448585,04:28:42,05:01:12.567845,4.534,32.5095,14.3059,서울특별시,구로구,3,4,27,Cash,Scooter,4,4.71,5
OD1241498258,08:00:05,08:18:50.904450,1.978,18.7651,20.8148,경기도,용인시 기흥구,4,8,21,Card,Scooter,2,0.0,3
OD1253149882,02:18:48,02:35:14.116069,4.222,16.4353,25.4241,서울특별시,서초구,1,2,25,Card,Car,2,0.24,3
OD5218095238,12:40:10,12:56:28.592525,4.446,16.3099,29.9178,서울특별시,종로구,1,12,4,AppPay,Scooter,4,0.5,3
OD9650616364,13:32:37,13:42:08.884586,3.937,9.5314,29.3552,경기도,수원시 장안구,6,13,9,Card,Scooter,2,0.01,2
OD3587475655,10:56:07,11:13:27.318849,5.128,17.3386,21.1734,경기도,용인시 수지구,5,10,15,AppPay,Car,1,5.44,3
OD1865993095,14:40:33,14:57:55.989231,3.201,17.3832,21.29,경기도,안산시 단원구,2,14,12,Cash,Bike,2,0.38,3
OD8921421002,10:34:36,10:50:29.567741,3.872,15.8928,27.3839,경기도,시흥시,6,10,30,AppPay,Scooter,1,0.4,2
OD1191694388,17:34:00,17:49:24.102794,5.212,15.4017,28.4922,서울특별시,관악구,3,17,20,Card,Car,3,0.41,2
OD9698760732,06:54:20,07:12:44.313513,2.255,18.4052,34.4459,서울특별시,종로구,2,6,26,AppPay,Car,2,0.37,2
OD1840538904,08:01:47,08:28:52.929317,3.779,27.0988,18.0826,경기도,성남시 분당구,3,8,6,Card,Bike,4,0.91,3
OD1923109008,05:52:18,06:17:59.529594,4.813,25.6922,16.5278,서울특별시,동작구,2,5,12,Cash,Car,3,0.41,3
OD9279196288,03:43:54,04:16:37.349072,6.261,32.7225,13.9457,경기도,용인시 기흥구,5,3,29,AppPay,Bike,2,1.37,4
